T d154 d184 d214 d244
d 150 180 210 240
290 1.248077600E-02 1.190105800E-02 1.155998000E-02 1.136340800E-02
295 1.384484500E-02 1.348822700E-02 1.333997100E-02 1.328389300E-02
300 1.571888600E-02 1.558511000E-02 1.561305900E-02 1.572234200E-02
305 1.858005200E-02 1.864155700E-02 1.881402200E-02 1.909476000E-02
310 2.222745300E-02 2.247675800E-02 2.273601000E-02 2.305915200E-02
315 2.694637400E-02 2.678507500E-02 2.707500200E-02 2.742857200E-02
320 3.268883300E-02 3.199141500E-02 3.224906800E-02 3.255189600E-02
325 3.738647200E-02 3.770810300E-02 3.785708200E-02 3.799732800E-02
330 4.320755900E-02 4.327613700E-02 4.318519400E-02 4.299389400E-02
335 4.969657100E-02 4.935644600E-02 4.890878700E-02 4.839816400E-02
340 5.619074700E-02 5.531574000E-02 5.438067700E-02 5.340711900E-02
