fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 rmsre 
D52BI1PR 40448000 295.87 39.187 8.124710686E-01 4.779209750E+01 1.903983174E-06 1.738639378E+03 1.342223871E+00 4.189006240E-21 3.940296099E-02 
D52BI1PR 40448000 295.87 39.187 8.124710666E-01 4.779209752E+01 1.903983150E-06 1.738639380E+03 2.975958288E+00 6.237165948E-20 3.940296499E-02 
D52BI1PR 40448000 295.87 39.187 8.124710697E-01 4.779209749E+01 1.903983189E-06 1.738639376E+03 2.465255773E+00 3.866844827E-20 3.940296029E-02 
D52BI1PR 40448000 295.87 39.187 8.124710680E-01 4.779209751E+01 1.903983169E-06 1.738639374E+03 1.533003072E+00 7.981516598E-21 3.940296162E-02 
D52BI2PR 40474000 295.87 39.187 8.126554816E-01 4.780470984E+01 1.897917645E-06 1.741590687E+03 2.199487481E+00 2.882394126E-20 3.939384576E-02 
D52BI2PR 40474000 295.87 39.187 8.126554830E-01 4.780470983E+01 1.897917669E-06 1.741590702E+03 3.685508267E+00 9.921914263E-20 3.939384519E-02 
D52BI2PR 40474000 295.87 39.187 8.126554829E-01 4.780470983E+01 1.897917667E-06 1.741590697E+03 1.642738291E+00 1.000513724E-20 3.939384531E-02 
D52BI2PR 40474000 295.87 39.187 8.126554774E-01 4.780470988E+01 1.897917587E-06 1.741590664E+03 1.912023302E+00 1.756819792E-20 3.939385880E-02 
D52BI3PR 40494000 295.87 39.187 8.123388551E-01 4.782243731E+01 1.883357239E-06 1.740322654E+03 2.974278694E+00 3.815299666E-20 3.930633043E-02 
D52BI3PR 40494000 295.87 39.187 8.123388553E-01 4.782243731E+01 1.883357244E-06 1.740322651E+03 1.497787980E+00 3.512602666E-20 3.930633055E-02 
D52BI3PR 40494000 295.87 39.187 8.123388569E-01 4.782243731E+01 1.883357267E-06 1.740322663E+03 1.565247086E+00 8.560970939E-21 3.930632940E-02 
D52BI3PR 40494000 295.87 39.187 8.123388555E-01 4.782243731E+01 1.883357245E-06 1.740322654E+03 1.803506032E+00 1.319152298E-20 3.930633010E-02 
