fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 dev  
001_320 001_320.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.658581762E-14 1.000000000E+20 1.186594215E+00 1.630134525E-15 1.194720416E-04 
001_320_SRH 001_320_srh.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.163358715E-14 1.000000000E+20 1.242345996E+00 1.386717732E-15 1.549395674E-04 
002_320 002_320.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.112515381E-14 1.000000000E+20 1.198772224E+00 2.262691643E-15 1.062073128E-04 
002_320_SRH 002_320_srh.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.652157545E-14 1.000000000E+20 1.243855770E+00 2.027362820E-15 1.609469697E-04 
003_320 003_320.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.730270061E-14 1.000000000E+20 1.208690065E+00 3.188273605E-15 1.043379913E-04 
003_320_SRH 003_320_srh.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.316740204E-14 1.000000000E+20 1.245900166E+00 2.960086729E-15 1.695988027E-04 
004_320 004_320.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.549551965E-14 1.000000000E+20 1.216897089E+00 4.537017630E-15 1.166716559E-04 
004_320_SRH 004_320_srh.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.196554881E-14 1.000000000E+20 1.248582415E+00 4.315484260E-15 1.819524996E-04 
005_320 005_320.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 5.610341904E-14 1.000000000E+20 1.235520507E+00 6.482945451E-15 1.359843850E-04 
005_320_SRH 005_320_srh.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.325290924E-14 1.000000000E+20 1.251958992E+00 6.281958966E-15 1.993713065E-04 
006_320 006_320.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 6.932689798E-14 1.000000000E+20 1.248879635E+00 9.295729101E-15 1.912835280E-04 
006_320_SRH 006_320_srh.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 5.725543514E-14 1.000000000E+20 1.256062641E+00 9.135178440E-15 2.240976317E-04 
007_320 007_320.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 8.527712487E-14 1.000000000E+20 1.255915333E+00 1.341518785E-14 2.260825803E-04 
007_320_SRH 007_320_srh.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 7.409317564E-14 1.000000000E+20 1.260642182E+00 1.327037582E-14 2.569441723E-04 
008_320 008_320.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.041512727E-13 1.000000000E+20 1.264606847E+00 1.949971608E-14 2.763078772E-04 
008_320_SRH 008_320_srh.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 9.387116024E-14 1.000000000E+20 1.266666193E+00 1.932551864E-14 3.019079166E-04 
009_320 009_320.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.262934145E-13 1.000000000E+20 1.270312406E+00 2.824787704E-14 3.280057438E-04 
009_320_SRH 009_320_srh.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.168706885E-13 1.000000000E+20 1.272520174E+00 2.814688020E-14 3.541485328E-04 
