T nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
290 1.350678865E+00 1.280835548E+00 6.984331700E-02 1.348748865E+00 1.280429500E+00 6.831936500E-02 1.930000000E-03 4.060480000E-04
295 1.348434271E+00 1.280179892E+00 6.825437900E-02 1.346594734E+00 1.279805709E+00 6.678902500E-02 1.839537000E-03 3.741830000E-04
300 1.346859927E+00 1.280500931E+00 6.635899600E-02 1.345134960E+00 1.280157537E+00 6.497742300E-02 1.724967000E-03 3.433940000E-04
305 1.346154552E+00 1.281278791E+00 6.487576100E-02 1.344562019E+00 1.280972573E+00 6.358944600E-02 1.592533000E-03 3.062180000E-04
310 1.346426851E+00 1.283408931E+00 6.301792000E-02 1.344975278E+00 1.283126655E+00 6.184862300E-02 1.451573000E-03 2.822760000E-04
315 1.347620953E+00 1.286221928E+00 6.139902500E-02 1.346310279E+00 1.285956418E+00 6.035386100E-02 1.310674000E-03 2.655100000E-04
320 1.349726356E+00 1.289148928E+00 6.057742800E-02 1.348548316E+00 1.288899889E+00 5.964842700E-02 1.178040000E-03 2.490390000E-04
325 1.352481195E+00 1.292652674E+00 5.982852100E-02 1.351420705E+00 1.292404961E+00 5.901574400E-02 1.060490000E-03 2.477130000E-04
330 1.355805694E+00 1.296147599E+00 5.965809500E-02 1.354841716E+00 1.295892451E+00 5.894926500E-02 9.639780000E-04 2.551480000E-04
335 1.359812204E+00 1.299277925E+00 6.053427900E-02 1.358920673E+00 1.299009369E+00 5.991130400E-02 8.915310000E-04 2.685560000E-04
340 1.364035906E+00 1.302442687E+00 6.159321900E-02 1.363188631E+00 1.302146491E+00 6.104214000E-02 8.472750000E-04 2.961960000E-04
