T nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
290 1.318961089E+00 1.233687450E+00 8.527363900E-02 1.259132370E+00 1.218432617E+00 4.069975300E-02 5.982871900E-02 1.525483300E-02
295 1.318415832E+00 1.236633432E+00 8.178240000E-02 1.262082482E+00 1.219125476E+00 4.295700600E-02 5.633335000E-02 1.750795600E-02
300 1.318879330E+00 1.239381314E+00 7.949801600E-02 1.264284990E+00 1.218665916E+00 4.561907400E-02 5.459434000E-02 2.071539800E-02
305 1.320372518E+00 1.241020620E+00 7.935189800E-02 1.265448108E+00 1.216370273E+00 4.907783500E-02 5.492441000E-02 2.465034700E-02
310 1.322839445E+00 1.242775909E+00 8.006353600E-02 1.265282751E+00 1.212996271E+00 5.228648000E-02 5.755669400E-02 2.977963800E-02
315 1.326055348E+00 1.243861918E+00 8.219343000E-02 1.263436012E+00 1.207507810E+00 5.592820200E-02 6.261933600E-02 3.635410800E-02
320 1.329839518E+00 1.242875520E+00 8.696399800E-02 1.259706747E+00 1.200716919E+00 5.898982800E-02 7.013277100E-02 4.215860100E-02
325 1.333820269E+00 1.241899607E+00 9.192066200E-02 1.253829144E+00 1.192522835E+00 6.130630900E-02 7.999112500E-02 4.937677200E-02
330 1.337784839E+00 1.239794907E+00 9.798993200E-02 1.245847502E+00 1.182987262E+00 6.286024000E-02 9.193733700E-02 5.680764500E-02
335 1.341749487E+00 1.235105590E+00 1.066438970E-01 1.236071736E+00 1.171705127E+00 6.436660900E-02 1.056777510E-01 6.340046300E-02
340 1.345137315E+00 1.230859081E+00 1.142782340E-01 1.224503611E+00 1.160594567E+00 6.390904400E-02 1.206337040E-01 7.026451400E-02
