T file kT1 Voc Jsc FF eta Vmpp Jmpp Wph TDD TDD1 TDD11 TDD111 d N_B
330 001_330 35.134 4.112350E-1 3.735188E-1 7.589830E+1 2.331660E+1 3.384080E-1 3.445035E-1 5.000000E-1 1.000000E+10 1.000000E+10 1.000000E+10 1.000000E+10 3.800E-4 5.623E+15
330 002_330 35.134 4.104400E-1 3.726217E-1 7.586240E+1 2.320470E+1 3.376660E-1 3.436034E-1 5.000000E-1 1.468000E+10 1.468000E+10 1.468000E+10 1.468000E+10 3.800E-4 5.623E+15
330 003_330 35.134 4.092950E-1 3.713322E-1 7.581800E+1 2.304640E+1 3.366110E-1 3.423284E-1 5.000000E-1 2.154000E+10 2.154000E+10 2.154000E+10 2.154000E+10 3.800E-4 5.623E+15
330 004_330 35.134 4.077050E-1 3.694954E-1 7.575990E+1 2.282570E+1 3.351660E-1 3.405133E-1 5.000000E-1 3.162000E+10 3.162000E+10 3.162000E+10 3.162000E+10 3.800E-4 5.623E+15
330 005_330 35.134 4.056010E-1 3.669130E-1 7.567620E+1 2.252440E+1 3.332320E-1 3.379669E-1 5.000000E-1 4.642000E+10 4.642000E+10 4.642000E+10 4.642000E+10 3.800E-4 5.623E+15
330 006_330 35.134 4.029050E-1 3.633463E-1 7.555960E+1 2.212300E+1 3.307130E-1 3.344740E-1 5.000000E-1 6.813000E+10 6.813000E+10 6.813000E+10 6.813000E+10 3.800E-4 5.623E+15
330 007_330 35.134 3.995490E-1 3.585367E-1 7.540910E+1 2.160520E+1 3.275680E-1 3.297808E-1 5.000000E-1 1.000000E+11 1.000000E+11 1.000000E+11 1.000000E+11 3.800E-4 5.623E+15
330 008_330 35.134 3.954260E-1 3.522478E-1 7.524480E+1 2.096150E+1 3.237990E-1 3.236797E-1 5.000000E-1 1.468000E+11 1.468000E+11 1.468000E+11 1.468000E+11 3.800E-4 5.623E+15
330 009_330 35.134 3.908160E-1 3.443287E-1 7.503090E+1 2.019370E+1 3.194820E-1 3.160378E-1 5.000000E-1 2.154000E+11 2.154000E+11 2.154000E+11 2.154000E+11 3.800E-4 5.623E+15
330 010_330 35.134 3.856440E-1 3.347741E-1 7.481170E+1 1.931700E+1 3.147560E-1 3.068558E-1 5.000000E-1 3.162000E+11 3.162000E+11 3.162000E+11 3.162000E+11 3.800E-4 5.623E+15
330 011_330 35.134 3.802800E-1 3.237398E-1 7.455040E+1 1.835610E+1 3.097360E-1 2.963174E-1 5.000000E-1 4.642000E+11 4.642000E+11 4.642000E+11 4.642000E+11 3.800E-4 5.623E+15
330 012_330 35.134 3.746050E-1 3.114818E-1 7.429690E+1 1.733840E+1 3.045410E-1 2.846632E-1 5.000000E-1 6.813000E+11 6.813000E+11 6.813000E+11 6.813000E+11 3.800E-4 5.623E+15
330 013_330 35.134 3.688870E-1 2.982398E-1 7.400950E+1 1.628460E+1 2.992290E-1 2.721092E-1 5.000000E-1 1.000000E+12 1.000000E+12 1.000000E+12 1.000000E+12 3.800E-4 5.623E+15
330 014_330 35.134 3.629540E-1 2.841401E-1 7.371560E+1 1.520450E+1 2.937790E-1 2.587745E-1 5.000000E-1 1.468000E+12 1.468000E+12 1.468000E+12 1.468000E+12 3.800E-4 5.623E+15
330 015_330 35.134 3.568070E-1 2.691897E-1 7.339730E+1 1.409950E+1 2.881350E-1 2.446674E-1 5.000000E-1 2.154000E+12 2.154000E+12 2.154000E+12 2.154000E+12 3.800E-4 5.623E+15
330 016_330 35.134 3.504350E-1 2.533572E-1 7.303660E+1 1.296920E+1 2.821970E-1 2.297884E-1 5.000000E-1 3.162000E+12 3.162000E+12 3.162000E+12 3.162000E+12 3.800E-4 5.623E+15
330 017_330 35.134 3.436180E-1 2.366721E-1 7.266270E+1 1.181860E+1 2.759670E-1 2.141301E-1 5.000000E-1 4.642000E+12 4.642000E+12 4.642000E+12 4.642000E+12 3.800E-4 5.623E+15
330 018_330 35.134 3.364780E-1 2.192759E-1 7.223860E+1 1.065980E+1 2.694040E-1 1.978391E-1 5.000000E-1 6.813000E+12 6.813000E+12 6.813000E+12 6.813000E+12 3.800E-4 5.623E+15
