d Bo nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
150 1.500000000E+01 1.033714792E+00 1.012305906E+00 2.140888600E-02 1.033678668E+00 1.012288863E+00 2.138980500E-02 3.612400000E-05 1.704300000E-05
150 1.549996187E+01 1.035743090E+00 1.004638857E+00 3.110423300E-02 1.035795842E+00 1.004626884E+00 3.116895800E-02 -5.275200000E-05 1.197300000E-05
150 1.600000000E+01 1.257029564E+00 1.124385490E+00 1.326440740E-01 1.256897828E+00 1.124175801E+00 1.327220270E-01 1.317360000E-04 2.096890000E-04
150 1.649996187E+01 1.309577556E+00 1.141938148E+00 1.676394080E-01 1.309117678E+00 1.141524482E+00 1.675931960E-01 4.598780000E-04 4.136660000E-04
150 1.700000000E+01 1.353281862E+00 1.155338174E+00 1.979436880E-01 1.351708108E+00 1.154664708E+00 1.970434000E-01 1.573754000E-03 6.734660000E-04
180 1.500000000E+01 1.029746296E+00 1.011385257E+00 1.836103900E-02 1.029718531E+00 1.011371509E+00 1.834702200E-02 2.776500000E-05 1.374800000E-05
180 1.549996187E+01 1.044691909E+00 1.004331873E+00 4.036003600E-02 1.044732071E+00 1.004322026E+00 4.041004500E-02 -4.016200000E-05 9.847000000E-06
180 1.600000000E+01 1.256566177E+00 1.122187319E+00 1.343788580E-01 1.256437406E+00 1.121984747E+00 1.344526590E-01 1.287710000E-04 2.025720000E-04
180 1.649996187E+01 1.309546270E+00 1.142004913E+00 1.675413570E-01 1.309103704E+00 1.141598620E+00 1.675050840E-01 4.425660000E-04 4.062930000E-04
180 1.700000000E+01 1.352526718E+00 1.155066490E+00 1.974602280E-01 1.351005708E+00 1.154396427E+00 1.966092810E-01 1.521010000E-03 6.700630000E-04
210 1.500000000E+01 1.026793490E+00 1.010638324E+00 1.615516600E-02 1.026771167E+00 1.010626833E+00 1.614433400E-02 2.232300000E-05 1.149100000E-05
210 1.549996187E+01 1.052923483E+00 1.004143337E+00 4.878014600E-02 1.052951187E+00 1.004134772E+00 4.881641500E-02 -2.770400000E-05 8.565000000E-06
210 1.600000000E+01 1.254645355E+00 1.119147293E+00 1.354980620E-01 1.254517511E+00 1.118949801E+00 1.355677100E-01 1.278440000E-04 1.974920000E-04
210 1.649996187E+01 1.308976959E+00 1.141723995E+00 1.672529640E-01 1.308546829E+00 1.141323938E+00 1.672228910E-01 4.301300000E-04 4.000570000E-04
210 1.700000000E+01 1.351612044E+00 1.154600884E+00 1.970111600E-01 1.350123509E+00 1.153934573E+00 1.961889360E-01 1.488535000E-03 6.663110000E-04
240 1.500000000E+01 1.024737556E+00 1.015070811E+00 9.666745000E-03 1.024718875E+00 1.015056079E+00 9.662796000E-03 1.868100000E-05 1.473200000E-05
240 1.549996187E+01 1.057995460E+00 1.164557319E+00 -1.065618590E-01 1.058011880E+00 1.164508295E+00 -1.064964150E-01 -1.642000000E-05 4.902400000E-05
240 1.600000000E+01 1.255622783E+00 1.242780420E+00 1.284236300E-02 1.255494294E+00 1.242629921E+00 1.286437300E-02 1.284890000E-04 1.504990000E-04
240 1.649996187E+01 1.308541112E+00 1.267380719E+00 4.116039300E-02 1.308118283E+00 1.267083709E+00 4.103457400E-02 4.228290000E-04 2.970100000E-04
240 1.700000000E+01 1.351772381E+00 1.298204582E+00 5.356779900E-02 1.350300933E+00 1.297663531E+00 5.263740200E-02 1.471448000E-03 5.410510000E-04
