d Bo nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
150 1.500000000E+01 1.042160844E+00 1.013570512E+00 2.859033200E-02 1.042026035E+00 1.013514559E+00 2.851147600E-02 1.348090000E-04 5.595300000E-05
150 1.549996187E+01 1.011993594E+00 1.004371866E+00 7.621728000E-03 1.011924613E+00 1.004340022E+00 7.584591000E-03 6.898100000E-05 3.184400000E-05
150 1.600000000E+01 1.237264024E+00 1.111000612E+00 1.262634120E-01 1.236885622E+00 1.110416366E+00 1.264692560E-01 3.784020000E-04 5.842460000E-04
150 1.649996187E+01 1.302363668E+00 1.126303194E+00 1.760604740E-01 1.300977901E+00 1.125069186E+00 1.759087150E-01 1.385767000E-03 1.234008000E-03
150 1.700000000E+01 1.346614619E+00 1.134233142E+00 2.123814770E-01 1.342308532E+00 1.132216461E+00 2.100920710E-01 4.306087000E-03 2.016681000E-03
180 1.500000000E+01 1.038999173E+00 1.012901511E+00 2.609766200E-02 1.038891359E+00 1.012855769E+00 2.603559000E-02 1.078140000E-04 4.574200000E-05
180 1.549996187E+01 1.010824349E+00 1.004004857E+00 6.819492000E-03 1.010769793E+00 1.003979991E+00 6.789802000E-03 5.455600000E-05 2.486600000E-05
180 1.600000000E+01 1.233506096E+00 1.106044413E+00 1.274616830E-01 1.233149224E+00 1.105506220E+00 1.276430040E-01 3.568720000E-04 5.381930000E-04
180 1.649996187E+01 1.300619904E+00 1.123934092E+00 1.766858120E-01 1.299277809E+00 1.122749436E+00 1.765283730E-01 1.342095000E-03 1.184656000E-03
180 1.700000000E+01 1.344624480E+00 1.133320554E+00 2.113039260E-01 1.340439955E+00 1.131341944E+00 2.090980110E-01 4.184525000E-03 1.978610000E-03
210 1.500000000E+01 1.035998971E+00 1.012289280E+00 2.370969100E-02 1.035910491E+00 1.012250706E+00 2.365978500E-02 8.848000000E-05 3.857400000E-05
210 1.549996187E+01 1.009973531E+00 1.003743342E+00 6.230189000E-03 1.009928193E+00 1.003722889E+00 6.205304000E-03 4.533800000E-05 2.045300000E-05
210 1.600000000E+01 1.229634942E+00 1.101109203E+00 1.285257390E-01 1.229292066E+00 1.100607518E+00 1.286845480E-01 3.428760000E-04 5.016850000E-04
210 1.649996187E+01 1.298656935E+00 1.122040261E+00 1.766166740E-01 1.297347029E+00 1.120895965E+00 1.764510640E-01 1.309906000E-03 1.144296000E-03
210 1.700000000E+01 1.342746340E+00 1.132606901E+00 2.101394390E-01 1.338640892E+00 1.130657731E+00 2.079831610E-01 4.105448000E-03 1.949170000E-03
240 1.500000000E+01 1.033212202E+00 1.015631425E+00 1.758077700E-02 1.033138429E+00 1.015587972E+00 1.755045700E-02 7.377300000E-05 4.345300000E-05
240 1.549996187E+01 1.009322239E+00 1.120927994E+00 -1.116057550E-01 1.009283275E+00 1.120866776E+00 -1.115835010E-01 3.896400000E-05 6.121800000E-05
240 1.600000000E+01 1.229600911E+00 1.228838936E+00 7.619750000E-04 1.229263785E+00 1.228392107E+00 8.716780000E-04 3.371260000E-04 4.468290000E-04
240 1.649996187E+01 1.297124252E+00 1.251544764E+00 4.557948800E-02 1.295834749E+00 1.250621241E+00 4.521350800E-02 1.289503000E-03 9.235230000E-04
240 1.700000000E+01 1.342184128E+00 1.280696232E+00 6.148789600E-02 1.338123658E+00 1.279036799E+00 5.908685900E-02 4.060470000E-03 1.659433000E-03
