d Bo nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
150 1.500000000E+01 1.048776675E+00 1.019726711E+00 2.904996400E-02 1.044488635E+00 1.017565693E+00 2.692294200E-02 4.288040000E-03 2.161018000E-03
150 1.524993176E+01 1.020989781E+00 1.003469957E+00 1.751982400E-02 1.018800427E+00 1.003024723E+00 1.577570400E-02 2.189354000E-03 4.452340000E-04
150 1.549996187E+01 1.012129158E+00 1.173417152E+00 -1.612879940E-01 1.010390933E+00 1.168486913E+00 -1.580959800E-01 1.738225000E-03 4.930239000E-03
150 1.574996808E+01 1.095272986E+00 1.220172759E+00 -1.248997730E-01 1.093905154E+00 1.210228227E+00 -1.163230730E-01 1.367832000E-03 9.944532000E-03
150 1.600000000E+01 1.217554997E+00 1.233643108E+00 -1.608811100E-02 1.206301892E+00 1.218884071E+00 -1.258217900E-02 1.125310500E-02 1.475903700E-02
150 1.624993176E+01 1.269083060E+00 1.236868484E+00 3.221457600E-02 1.247116934E+00 1.216401945E+00 3.071498900E-02 2.196612600E-02 2.046653900E-02
150 1.649996187E+01 1.296616884E+00 1.235775887E+00 6.084099700E-02 1.260963584E+00 1.208227767E+00 5.273581700E-02 3.565330000E-02 2.754812000E-02
150 1.674996808E+01 1.320076592E+00 1.234655990E+00 8.542060200E-02 1.265273500E+00 1.198346243E+00 6.692725700E-02 5.480309200E-02 3.630974700E-02
150 1.700000000E+01 1.341810673E+00 1.236020863E+00 1.057898100E-01 1.261063089E+00 1.188838323E+00 7.222476600E-02 8.074758400E-02 4.718254000E-02
180 1.500000000E+01 1.047964792E+00 1.018556514E+00 2.940827800E-02 1.044328776E+00 1.016798059E+00 2.753071700E-02 3.636016000E-03 1.758455000E-03
180 1.524993176E+01 1.020123276E+00 1.010564445E+00 9.558831000E-03 1.018304257E+00 1.009195204E+00 9.109053000E-03 1.819019000E-03 1.369241000E-03
180 1.549996187E+01 1.011091746E+00 1.161302751E+00 -1.502110050E-01 1.009707295E+00 1.156940010E+00 -1.472327150E-01 1.384451000E-03 4.362741000E-03
180 1.574996808E+01 1.068275644E+00 1.213087123E+00 -1.448114790E-01 1.067810656E+00 1.203653722E+00 -1.358430660E-01 4.649880000E-04 9.433401000E-03
180 1.600000000E+01 1.204819715E+00 1.227268548E+00 -2.244883300E-02 1.194350269E+00 1.212984343E+00 -1.863407400E-02 1.046944600E-02 1.428420500E-02
