fname time Tem kT_1 n1 Rs ta_n Rsh n2 ta_g dev 
0DT0 8:42:18 307.9 37.66 1.000E+000 7.450E-001 1.476E-006 1.853E+003 2.817E+000 1.348E-008 8.920E-004 
0DT1 8:44:32 307.7 37.68 1.000E+000 7.463E-001 1.462E-006 1.856E+003 2.816E+000 1.332E-008 8.944E-004 
0DT2 8:46:18 307.6 37.69 1.000E+000 7.620E-001 1.417E-006 1.858E+003 2.824E+000 1.316E-008 8.927E-004 
0DT3 8:48:08 307.6 37.69 1.000E+000 7.525E-001 1.439E-006 1.858E+003 2.824E+000 1.316E-008 8.944E-004 
0DT4 8:50:32 307.7 37.68 1.000E+000 7.597E-001 1.437E-006 1.856E+003 2.821E+000 1.331E-008 9.033E-004 
0DT5 8:52:30 307.8 37.67 1.000E+000 7.595E-001 1.466E-006 1.854E+003 2.817E+000 1.341E-008 9.076E-004 
0DT6 8:54:12 307.8 37.67 1.000E+000 7.561E-001 1.495E-006 1.854E+003 2.820E+000 1.336E-008 8.718E-004 
0DT7 8:56:00 307.7 37.68 1.000E+000 7.619E-001 1.447E-006 1.856E+003 2.826E+000 1.319E-008 8.943E-004 
0DT8 8:57:54 307.7 37.68 1.000E+000 7.583E-001 1.475E-006 1.856E+003 2.822E+000 1.329E-008 8.965E-004 
0DT9 8:59:46 307.8 37.67 1.000E+000 7.545E-001 1.509E-006 1.854E+003 2.822E+000 1.335E-008 8.620E-004 
0T00 8:14:52 292.3 39.67 1.000E+000 8.438E-001 1.231E-006 2.118E+003 3.134E+000 4.868E-009 1.385E-003 
