N_Fe N_B T d Jsc_Fe Eta_Fe Voc_Fe FF_Fe
1.000000E+10 5.623E+15 330 3.800E-4 3.818194E+1 1.651640E+1 5.442640E-1 7.947830E+1
1.468000E+10 5.623E+15 330 3.800E-4 3.813951E+1 1.647990E+1 5.441090E-1 7.941320E+1
2.154000E+10 5.623E+15 330 3.800E-4 3.807822E+1 1.642710E+1 5.438800E-1 7.931960E+1
3.162000E+10 5.623E+15 330 3.800E-4 3.799034E+1 1.635150E+1 5.435440E-1 7.918630E+1
4.642000E+10 5.623E+15 330 3.800E-4 3.786568E+1 1.624450E+1 5.430460E-1 7.899940E+1
6.813000E+10 5.623E+15 330 3.800E-4 3.769154E+1 1.609010E+1 5.423110E-1 7.871680E+1
1.000000E+11 5.623E+15 330 3.800E-4 3.745355E+1 1.588900E+1 5.412190E-1 7.838440E+1
1.468000E+11 5.623E+15 330 3.800E-4 3.713803E+1 1.562780E+1 5.395750E-1 7.798770E+1
2.154000E+11 5.623E+15 330 3.800E-4 3.673629E+1 1.529870E+1 5.370650E-1 7.754120E+1
3.162000E+11 5.623E+15 330 3.800E-4 3.624995E+1 1.492090E+1 5.333430E-1 7.717590E+1
4.642000E+11 5.623E+15 330 3.800E-4 3.569365E+1 1.450270E+1 5.278790E-1 7.697050E+1
6.813000E+11 5.623E+15 330 3.800E-4 3.509065E+1 1.407470E+1 5.206260E-1 7.704070E+1
1.000000E+12 5.623E+15 330 3.800E-4 3.446234E+1 1.363970E+1 5.128680E-1 7.717100E+1
1.468000E+12 5.623E+15 330 3.800E-4 3.381921E+1 1.321350E+1 5.059420E-1 7.722410E+1
2.154000E+12 5.623E+15 330 3.800E-4 3.316021E+1 1.278110E+1 4.996630E-1 7.713920E+1
3.162000E+12 5.623E+15 330 3.800E-4 3.247844E+1 1.235030E+1 4.934620E-1 7.706020E+1
4.642000E+12 5.623E+15 330 3.800E-4 3.176689E+1 1.190560E+1 4.871740E-1 7.692940E+1
6.813000E+12 5.623E+15 330 3.800E-4 3.102093E+1 1.145790E+1 4.807750E-1 7.682620E+1
1.000000E+13 5.623E+15 330 3.800E-4 3.023822E+1 1.099500E+1 4.742340E-1 7.667380E+1
1.468000E+13 5.623E+15 330 3.800E-4 2.941793E+1 1.052940E+1 4.676240E-1 7.654130E+1
2.154000E+13 5.623E+15 330 3.800E-4 2.856039E+1 1.005080E+1 4.609540E-1 7.634450E+1
3.162000E+13 5.623E+15 330 3.800E-4 2.766695E+1 9.566100E+0 4.541810E-1 7.612770E+1
4.642000E+13 5.623E+15 330 3.800E-4 2.674001E+1 9.081600E+0 4.473490E-1 7.591930E+1
6.813000E+13 5.623E+15 330 3.800E-4 2.578305E+1 8.588700E+0 4.404480E-1 7.563090E+1
1.000000E+14 5.623E+15 330 3.800E-4 2.480065E+1 8.099700E+0 4.333830E-1 7.535890E+1
