fname time Tem kT_1 n1 Rs ta_n Rsh n2 ta_g Iph Voc Isc Pm FF Vm Im dev 
0UL1 8:57 301.9 38.4 1.000E+000 1.330E+000 1.505E-006 1.622E+004 2.656E+000 1.872E-008 1.450E-004 2.002E-001 1.450E-004 1.192E-005 4.107E-001 1.254E-001 9.500E-005 6.514E-003 
0UL2 9:18 304.9 38.03 1.000E+000 1.213E+000 1.737E-006 1.441E+004 2.633E+000 2.093E-008 1.439E-004 1.906E-001 1.439E-004 1.103E-005 4.019E-001 1.183E-001 9.312E-005 1.756E-002 
0UL3 9:33 307.4 37.72 1.000E+000 1.524E+000 1.811E-006 1.302E+004 2.623E+000 2.290E-008 1.450E-004 1.842E-001 1.449E-004 1.055E-005 3.953E-001 1.136E-001 9.281E-005 2.276E-003 
0UL4 9:58 309.3 37.49 1.000E+000 1.548E+000 1.476E-006 1.202E+004 2.627E+000 2.317E-008 1.468E-004 1.770E-001 1.468E-004 1.009E-005 3.882E-001 1.083E-001 9.307E-005 1.904E-003 
0UL5 10:16 312 37.16 1.000E+000 1.504E+000 1.638E-006 1.070E+004 2.612E+000 2.580E-008 1.473E-004 1.705E-001 1.473E-004 9.578E-006 3.816E-001 1.035E-001 9.245E-005 1.488E-002 
0UL6 10:41 313.4 36.99 1.000E+000 1.476E+000 1.575E-006 1.007E+004 2.610E+000 2.677E-008 1.477E-004 1.663E-001 1.477E-004 9.270E-006 3.774E-001 1.006E-001 9.205E-005 5.792E-003 
0UL7 10:59 315.3 36.77 1.000E+000 1.545E+000 1.773E-006 9.250E+003 2.599E+000 2.856E-008 1.479E-004 1.611E-001 1.478E-004 8.861E-006 3.722E-001 9.690E-002 9.135E-005 1.667E-002 
0UL8 11:25 317.1 36.56 1.000E+000 1.581E+000 1.770E-006 8.528E+003 2.600E+000 2.963E-008 1.478E-004 1.552E-001 1.478E-004 8.400E-006 3.663E-001 9.270E-002 9.052E-005 1.876E-003 
0UL9 11:40 319.7 36.27 1.000E+000 1.663E+000 1.713E-006 7.576E+003 2.591E+000 3.203E-008 1.487E-004 1.482E-001 1.486E-004 7.917E-006 3.594E-001 8.780E-002 9.007E-005 2.614E-003 
UL10 12:0 321.8 36.03 1.000E+000 1.491E+000 1.663E-006 6.883E+003 2.580E+000 3.381E-008 1.506E-004 1.426E-001 1.505E-004 7.603E-006 3.542E-001 8.400E-002 9.040E-005 3.740E-003 
UL11 12:16 324.7 35.71 1.000E+000 1.571E+000 1.629E-006 6.041E+003 2.582E+000 3.595E-008 1.491E-004 1.332E-001 1.490E-004 6.850E-006 3.451E-001 7.760E-002 8.815E-005 3.387E-003 
UL12 12:39 327.9 35.36 1.000E+000 1.551E+000 1.829E-006 5.265E+003 2.573E+000 3.900E-008 1.497E-004 1.246E-001 1.496E-004 6.281E-006 3.370E-001 7.180E-002 8.736E-005 9.604E-004 
UL13 12:52 330.1 35.12 1.000E+000 1.577E+000 1.816E-006 4.824E+003 2.578E+000 4.040E-008 1.503E-004 1.183E-001 1.501E-004 5.884E-006 3.313E-001 6.770E-002 8.679E-005 2.234E-003 
UL14 13:9 332.7 34.85 1.000E+000 1.762E+000 2.066E-006 4.401E+003 2.585E+000 4.220E-008 1.507E-004 1.113E-001 1.505E-004 5.443E-006 3.249E-001 6.310E-002 8.612E-005 1.553E-003 
