x N
1.2358040E+0 1.6979491E+21
1.2265166E+0 1.8848968E+21
1.2190205E+0 2.4009427E+21
1.2132592E+0 1.9656823E+21
1.2027068E+0 1.6929284E+21
1.1942050E+0 1.7872409E+21
1.1845049E+0 1.7376480E+21
1.1753441E+0 2.3977028E+21
1.1707532E+0 2.0862400E+21
1.1594004E+0 1.5503947E+21
1.1491621E+0 1.7810640E+21
1.1404416E+0 1.9308364E+21
1.1315269E+0 2.0915735E+21
1.1240452E+0 2.0623547E+21
1.1147636E+0 1.8071738E+21
1.1047647E+0 1.6975712E+21
1.0940525E+0 1.9624407E+21
1.0867072E+0 1.8769632E+21
1.0749773E+0 1.7785065E+21
1.0664274E+0 1.8453410E+21
1.0552215E+0 1.8302063E+21
1.0463440E+0 2.1645672E+21
1.0380825E+0 2.0251867E+21
1.0278566E+0 1.7088103E+21
1.0159572E+0 1.7707244E+21
1.0062963E+0 2.2448102E+21
9.9878641E-1 2.1244311E+21
9.8796617E-1 1.7839906E+21
9.7675144E-1 1.8711203E+21
9.6673330E-1 2.0731784E+21
9.5738425E-1 1.9684273E+21
9.4610840E-1 1.9399258E+21
9.3624398E-1 2.0529463E+21
9.2590126E-1 1.9049983E+21
9.1421387E-1 1.8343659E+21
9.0275006E-1 1.9204654E+21
8.9182371E-1 1.8890826E+21
8.7968655E-1 1.8108821E+21
8.6744743E-1 1.8213270E+21
8.5510811E-1 1.8268206E+21
