N x
1.2741036E+0 1.1396620E+21
1.2606622E+0 1.5312864E+21
1.2540436E+0 1.9757486E+21
1.2449751E+0 1.9367442E+21
1.2379531E+0 1.9602439E+21
1.2289614E+0 1.8660658E+21
1.2210289E+0 2.1277560E+21
1.2140215E+0 1.8387376E+21
1.2036098E+0 1.7542259E+21
1.1956499E+0 1.7038402E+21
1.1845244E+0 1.8143424E+21
1.1776146E+0 2.0511296E+21
1.1684334E+0 1.8791227E+21
1.1599349E+0 1.7536387E+21
1.1493268E+0 2.0027734E+21
1.1430981E+0 1.9052841E+21
1.1314559E+0 1.7135909E+21
1.1231002E+0 1.8344821E+21
1.1125914E+0 1.9335787E+21
1.1050750E+0 1.8905043E+21
1.0939750E+0 1.9239164E+21
1.0866581E+0 2.0242395E+21
1.0762978E+0 1.7760102E+21
1.0663486E+0 1.9591383E+21
1.0577229E+0 1.9178131E+21
1.0471895E+0 1.7829199E+21
1.0369285E+0 1.8812750E+21
1.0272907E+0 1.8957427E+21
1.0169837E+0 1.9607169E+21
1.0078287E+0 2.0218125E+21
9.9792055E-1 1.9858185E+21
9.8823687E-1 2.0384636E+21
9.7864637E-1 1.8967044E+21
9.6729936E-1 1.8289724E+21
9.5670706E-1 2.0319992E+21
9.4733846E-1 2.0095631E+21
9.3629258E-1 1.9285937E+21
9.2584184E-1 1.9496601E+21
9.1477421E-1 1.8516716E+21
9.0290825E-1 1.8762588E+21
8.9186414E-1 1.9441003E+21
8.8050977E-1 1.9051713E+21
8.6871144E-1 1.7411652E+21
8.5480750E-1 1.6407267E+21
8.4102773E-1 1.6240391E+21
8.2636407E-1 1.4865803E+21
8.0937493E-1 1.3304670E+21
7.9025821E-1 1.1955691E+21
7.6820070E-1 1.0261614E+21
7.4083004E-1 9.3987758E+20
7.1239445E-1 9.3964854E+20
