fname time Tem kT_1 n1 Rs ta_n Rsh n2 ta_g Iph Voc Isc Pm FF Vm Im dev 
UDL0 12:54:00 308.3 37.61 1.000E+000 9.270E-001 1.841E-006 7.352E+002 2.485E+000 3.923E-008 1.984E-004 1.201E-001 1.981E-004 6.384E-006 2.682E-001 6.260E-002 1.018E-004 2.329E-002 
UDL1 12:56:36 308.3 37.61 1.000E+000 9.791E-001 1.603E-006 7.352E+002 2.522E+000 3.676E-008 1.990E-004 1.198E-001 1.987E-004 6.387E-006 2.684E-001 6.250E-002 1.020E-004 2.126E-002 
UDL2 12:59:36 308.3 37.61 1.000E+000 8.778E-001 1.768E-006 7.352E+002 2.489E+000 3.919E-008 1.968E-004 1.194E-001 1.966E-004 6.288E-006 2.679E-001 6.220E-002 1.009E-004 4.029E-003 
UDL3 13:02:16 308.4 37.59 1.000E+000 9.959E-001 1.606E-006 7.356E+002 2.514E+000 3.751E-008 1.987E-004 1.198E-001 1.984E-004 6.377E-006 2.684E-001 6.250E-002 1.019E-004 2.083E-002 
UDL4 13:04:50 308.3 37.61 1.000E+000 9.491E-001 1.766E-006 7.352E+002 2.488E+000 3.922E-008 1.972E-004 1.195E-001 1.969E-004 6.307E-006 2.680E-001 6.230E-002 1.011E-004 5.676E-002 
UDL5 13:07:08 308.2 37.62 1.000E+000 9.168E-001 1.842E-006 7.347E+002 2.494E+000 3.846E-008 1.981E-004 1.198E-001 1.978E-004 6.356E-006 2.681E-001 6.250E-002 1.015E-004 6.761E-002 
UDL6 13:10:32 308.2 37.62 1.000E+000 9.294E-001 1.816E-006 7.347E+002 2.492E+000 3.888E-008 1.970E-004 1.194E-001 1.968E-004 6.296E-006 2.679E-001 6.220E-002 1.011E-004 5.751E-001 
UDL7 13:13:12 308.3 37.61 1.000E+000 9.124E-001 1.861E-006 7.352E+002 2.499E+000 3.826E-008 1.976E-004 1.195E-001 1.974E-004 6.323E-006 2.681E-001 6.230E-002 1.013E-004 5.376E-001 
UDL8 13:16:38 308.2 37.62 1.000E+000 9.080E-001 1.845E-006 7.347E+002 2.495E+000 3.865E-008 1.968E-004 1.192E-001 1.965E-004 6.276E-006 2.679E-001 6.210E-002 1.009E-004 4.635E-001 
UDL9 13:19:10 308.3 37.61 1.000E+000 8.922E-001 1.962E-006 7.352E+002 2.464E+000 4.105E-008 1.955E-004 1.191E-001 1.952E-004 6.221E-006 2.677E-001 6.200E-002 1.002E-004 9.629E-001 
