N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.184171674E+00 1.179105071E+00 1.174050562E+00 1.168220757E+00
1.600000000E+01 1.249302145E+00 1.246690615E+00 1.244561953E+00 1.241513495E+00
1.700000000E+01 1.293458646E+00 1.290885221E+00 1.288452042E+00 1.287731205E+00
1.549996187E+01 1.226876990E+00 1.223049194E+00 1.221189078E+00 1.219123381E+00
1.649996187E+01 1.271401247E+00 1.268651025E+00 1.266897993E+00 1.265223011E+00
1.674996808E+01 1.282725247E+00 1.278999394E+00 1.277882084E+00 1.276559008E+00
1.624993176E+01 1.259978345E+00 1.257813376E+00 1.255663696E+00 1.253758634E+00
1.574996808E+01 1.238356386E+00 1.235755263E+00 1.232596259E+00 1.230882080E+00
1.524993176E+01 1.211869633E+00 1.208321616E+00 1.205450400E+00 1.202881154E+00
