N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.191777287E+00 1.190088786E+00 1.188639361E+00 1.186428321E+00
1.600000000E+01 1.254459824E+00 1.252347806E+00 1.250866860E+00 1.248546593E+00
1.700000000E+01 1.318710240E+00 1.316154938E+00 1.314065989E+00 1.313781423E+00
1.549996187E+01 1.229984628E+00 1.226943923E+00 1.225973063E+00 1.224856091E+00
1.649996187E+01 1.283038743E+00 1.280539396E+00 1.279270315E+00 1.278205230E+00
1.674996808E+01 1.300277968E+00 1.296673830E+00 1.295936815E+00 1.295134882E+00
1.624993176E+01 1.267624178E+00 1.265842556E+00 1.264266781E+00 1.263049974E+00
1.574996808E+01 1.242071348E+00 1.240075159E+00 1.237637980E+00 1.236706140E+00
1.524993176E+01 1.215579539E+00 1.213390722E+00 1.212003054E+00 1.210967334E+00
