N_B Fe100 Fe140 Fe210 Fe310 Fe460 Fe680 Fe101 Fe141 Fe211 Fe311 Fe461 Fe681 Fe102 Fe142 Fe212 Fe312 Fe462 Fe682 Fe103
Fe 1.000000000E+01 1.016672606E+01 1.033324570E+01 1.049996187E+01 1.066670514E+01 1.083333839E+01 1.100000000E+01 1.116672606E+01 1.133324570E+01 1.149996187E+01 1.166670514E+01 1.183333839E+01 1.200000000E+01 1.216672606E+01 1.233324570E+01 1.249996187E+01 1.266670514E+01 1.283333839E+01 1.300000000E+01
1.500000000E+01 1.179302138E+00 1.180062786E+00 1.180632549E+00 1.181082580E+00 1.181472129E+00 1.181853751E+00 1.182278305E+00 1.182799279E+00 1.183475733E+00 1.184372462E+00 1.185555191E+00 1.187078619E+00 1.188967810E+00 1.191200207E+00 1.193703732E+00 1.196383918E+00 1.199169379E+00 1.202040478E+00 1.205013408E+00
1.600000000E+01 1.213077615E+00 1.215984707E+00 1.218133967E+00 1.219736935E+00 1.220965427E+00 1.221961798E+00 1.222847192E+00 1.223728868E+00 1.224705302E+00 1.225868127E+00 1.227299254E+00 1.229063688E+00 1.231200826E+00 1.233719884E+00 1.236603353E+00 1.239818161E+00 1.243329945E+00 1.247114791E+00 1.251163899E+00
1.700000000E+01 1.208150833E+00 1.217854512E+00 1.225537719E+00 1.231789834E+00 1.237121044E+00 1.241919556E+00 1.246437078E+00 1.250799692E+00 1.255052112E+00 1.259130235E+00 1.263157900E+00 1.267094177E+00 1.270987984E+00 1.274925791E+00 1.278951207E+00 1.283151896E+00 1.287595358E+00 1.292312948E+00 1.297272976E+00
1.549996187E+01 1.203647353E+00 1.205293960E+00 1.206496585E+00 1.207377630E+00 1.208036036E+00 1.208552091E+00 1.208992506E+00 1.209415694E+00 1.209876831E+00 1.210432159E+00 1.211141778E+00 1.212070006E+00 1.213282311E+00 1.214838459E+00 1.216783303E+00 1.219138302E+00 1.221897976E+00 1.225033873E+00 1.228505740E+00
1.649996187E+01 1.208010167E+00 1.213125430E+00 1.216979050E+00 1.219949620E+00 1.222352264E+00 1.224448177E+00 1.226451697E+00 1.228531791E+00 1.230807877E+00 1.233344743E+00 1.236154239E+00 1.239209656E+00 1.242469653E+00 1.245901525E+00 1.249494584E+00 1.253261577E+00 1.257230957E+00 1.261435708E+00 1.265903928E+00
1.674996808E+01 1.206392794E+00 1.213373780E+00 1.218749294E+00 1.223009254E+00 1.226570895E+00 1.229771116E+00 1.232862083E+00 1.236006863E+00 1.239281605E+00 1.242692421E+00 1.246207467E+00 1.249792558E+00 1.253435526E+00 1.257153122E+00 1.260984210E+00 1.264977305E+00 1.269179365E+00 1.273632457E+00 1.278390255E+00
1.624993176E+01 1.211936237E+00 1.215769956E+00 1.218620698E+00 1.220774137E+00 1.222463504E+00 1.223882390E+00 1.225194953E+00 1.226542459E+00 1.228045101E+00 1.229796849E+00 1.231865103E+00 1.234269443E+00 1.237005335E+00 1.240033866E+00 1.243321599E+00 1.246844805E+00 1.250588223E+00 1.254569706E+00 1.258803186E+00
1.574996808E+01 1.209200950E+00 1.211409093E+00 1.213035103E+00 1.214236917E+00 1.215143330E+00 1.215860471E+00 1.216477907E+00 1.217066081E+00 1.217721400E+00 1.218499514E+00 1.219481571E+00 1.220732046E+00 1.222310045E+00 1.224294655E+00 1.226689203E+00 1.229487642E+00 1.232661997E+00 1.236174468E+00 1.239990887E+00
1.524993176E+01 1.197928195E+00 1.199115237E+00 1.199976611E+00 1.200607938E+00 1.201085410E+00 1.201470358E+00 1.201814075E+00 1.202162395E+00 1.202559722E+00 1.203052112E+00 1.203688776E+00 1.204521319E+00 1.205600654E+00 1.206972376E+00 1.208672489E+00 1.210724474E+00 1.213136707E+00 1.215899623E+00 1.218985895E+00
