T Bo105 Bo175 Bo315 Bo565 Bo106 Bo176 Bo316 Bo566 Bo107
Bo 1.500000000E+01 1.524993176E+01 1.549996187E+01 1.574996808E+01 1.600000000E+01 1.624993176E+01 1.649996187E+01 1.674996808E+01 1.700000000E+01
290 5.149450000E-04 7.178570000E-04 9.799770000E-04 1.244972000E-03 1.445771000E-03 1.667442000E-03 1.987955000E-03 2.439424000E-03 3.085787000E-03
295 4.649000000E-04 6.551110000E-04 9.311950000E-04 1.181133000E-03 1.430182000E-03 1.692102000E-03 2.054349000E-03 2.547751000E-03 3.242084000E-03
300 4.295670000E-04 6.248930000E-04 8.852050000E-04 1.191023000E-03 1.459630000E-03 1.779651000E-03 2.160044000E-03 2.729540000E-03 3.596105000E-03
305 3.981950000E-04 6.144640000E-04 8.718620000E-04 1.182162000E-03 1.510040000E-03 1.901796000E-03 2.423476000E-03 3.119235000E-03 4.065739000E-03
310 3.617440000E-04 6.206660000E-04 9.052570000E-04 1.255212000E-03 1.655772000E-03 2.147487000E-03 2.799526000E-03 3.668750000E-03 4.833417000E-03
315 2.754550000E-04 6.279700000E-04 9.597870000E-04 1.359765000E-03 1.866092000E-03 2.482939000E-03 3.253510000E-03 4.325628000E-03 5.829777000E-03
320 6.033900000E-05 6.138020000E-04 1.046031000E-03 1.527532000E-03 2.117249000E-03 2.877131000E-03 3.882736000E-03 5.212119000E-03 7.245275000E-03
325 3.069950000E-04 5.004560000E-04 1.127655000E-03 1.732446000E-03 2.459540000E-03 3.397238000E-03 4.638700000E-03 6.266098000E-03 8.778056000E-03
330 3.316690000E-04 1.575240000E-04 1.144360000E-03 1.945147000E-03 2.858958000E-03 4.011203000E-03 5.458938000E-03 7.524202000E-03 1.002847900E-02
335 4.109630000E-04 3.354480000E-04 9.768000000E-04 2.138400000E-03 3.272443000E-03 4.657810000E-03 6.444899000E-03 8.712382000E-03 1.164191000E-02
340 5.705080000E-04 3.649800000E-04 4.064450000E-04 2.191773000E-03 3.711785000E-03 5.400151000E-03 7.511330000E-03 1.015126100E-02 1.348942200E-02
