T d154 d184 d214 d244
d 150 180 210 240
290 5.646643300E-02 5.641825800E-02 5.681472700E-02 5.679472100E-02
295 5.525622500E-02 5.518157100E-02 5.550874600E-02 5.554334700E-02
300 5.434876300E-02 5.424754700E-02 5.459368300E-02 5.462197300E-02
305 5.284451200E-02 5.276104000E-02 5.291691800E-02 5.309252100E-02
310 5.036960700E-02 5.132595800E-02 5.145483800E-02 5.156800100E-02
315 4.937682400E-02 5.032253900E-02 5.044289800E-02 5.056304600E-02
320 4.816288300E-02 4.911322600E-02 4.926186300E-02 4.933405500E-02
325 4.705022300E-02 4.807906500E-02 4.826800000E-02 4.829621900E-02
330 4.647514400E-02 4.750511100E-02 4.773514200E-02 4.772556600E-02
335 4.565560000E-02 4.670159100E-02 4.694409300E-02 4.691285200E-02
340 4.482295600E-02 4.589340900E-02 4.616166500E-02 4.621119100E-02
