T d154 d184 d214 d244
d 150 180 210 240
290 6.055432200E-02 5.815856500E-02 5.669097600E-02 5.515179000E-02
295 5.791183800E-02 5.584620600E-02 5.456477700E-02 5.334135000E-02
300 5.635694400E-02 5.460263700E-02 5.362969700E-02 5.257260900E-02
305 5.504401600E-02 5.367275800E-02 5.278493500E-02 5.207613000E-02
310 5.335028800E-02 5.342019900E-02 5.274241500E-02 5.217009100E-02
315 5.383935500E-02 5.422550200E-02 5.377735500E-02 5.335426800E-02
320 5.432929300E-02 5.504673500E-02 5.481963000E-02 5.451101100E-02
325 5.500186600E-02 5.606895200E-02 5.604638500E-02 5.579361200E-02
330 5.648454100E-02 5.775688800E-02 5.790926300E-02 5.767625600E-02
335 5.674886000E-02 5.815589200E-02 5.839579300E-02 5.817813600E-02
340 5.574711900E-02 5.717345400E-02 5.744222100E-02 5.725805500E-02
