fname time Tem kT_1 n1 Rs ta_n Rsh n2 ta_g Iph Voc Isc Pm FF Vm Im dev 
UDL0 16:25:14 305.1 38 1.000E+000 9.696E-001 4.299E-006 8.297E+003 2.490E+000 2.274E-008 1.903E-004 1.999E-001 1.903E-004 1.562E-005 4.108E-001 1.256E-001 1.243E-004 2.321E+000 
UDL1 16:29:24 305 38.01 1.000E+000 1.516E+000 2.123E-006 8.329E+003 2.513E+000 2.168E-008 1.903E-004 1.991E-001 1.902E-004 1.549E-005 4.090E-001 1.249E-001 1.239E-004 5.156E-003 
UDL2 16:35:46 305 38.01 1.000E+000 1.211E+000 2.694E-006 8.329E+003 2.538E+000 2.079E-008 1.915E-004 1.990E-001 1.915E-004 1.552E-005 4.075E-001 1.245E-001 1.246E-004 7.553E-002 
UDL3 16:40:14 305 38.01 1.000E+000 1.246E+000 2.549E-006 8.329E+003 2.559E+000 1.977E-008 1.920E-004 1.976E-001 1.919E-004 1.537E-005 4.053E-001 1.234E-001 1.245E-004 2.880E-002 
UDL4 16:45:06 305 38.01 1.000E+000 1.559E+000 1.693E-006 8.329E+003 2.567E+000 1.968E-008 1.914E-004 1.977E-001 1.913E-004 1.531E-005 4.048E-001 1.234E-001 1.240E-004 6.259E-003 
UDL5 16:49:58 305 38.01 1.000E+000 1.491E+000 1.993E-006 8.329E+003 2.543E+000 2.079E-008 1.907E-004 1.990E-001 1.907E-004 1.545E-005 4.071E-001 1.246E-001 1.239E-004 1.106E-002 
UDL6 16:54:28 305 38.01 1.000E+000 1.494E+000 1.650E-006 8.329E+003 2.572E+000 1.970E-008 1.901E-004 1.976E-001 1.900E-004 1.519E-005 4.044E-001 1.233E-001 1.231E-004 2.209E-002 
UDL7 16:59:24 305.1 38 1.000E+000 1.545E+000 2.199E-006 8.297E+003 2.525E+000 2.087E-008 1.910E-004 1.974E-001 1.909E-004 1.534E-005 4.071E-001 1.235E-001 1.241E-004 8.127E-002 
UDL8 17:04:10 305 38.01 1.000E+000 1.398E+000 2.397E-006 8.329E+003 2.547E+000 2.046E-008 1.916E-004 1.987E-001 1.915E-004 1.548E-005 4.067E-001 1.242E-001 1.245E-004 8.380E-003 
UDL9 17:08:38 304.9 38.03 1.000E+000 1.429E+000 2.017E-006 8.361E+003 2.580E+000 1.931E-008 1.915E-004 1.979E-001 1.914E-004 1.533E-005 4.044E-001 1.235E-001 1.240E-004 2.057E+000 
