fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 Iph Voc Isc Pm FF Vm Im dev 
GL060 10:16:18 305.8 37.91 1.000E+000 8.636E-001 1.378E-010 6.851E+002 2.628E+000 5.152E-006 3.307E-005 2.138E-002 3.303E-005 1.773E-007 2.511E-001 1.070E-002 1.641E-005 2.396E-002 
GL065 10:13:50 305.7 37.93 1.000E+000 9.002E-001 1.441E-010 7.061E+002 2.715E+000 6.173E-006 4.406E-005 2.894E-002 4.400E-005 3.206E-007 2.518E-001 1.450E-002 2.196E-005 1.185E-001 
GL070 10:10:44 305.7 37.93 1.000E+000 9.016E-001 1.441E-010 6.935E+002 2.695E+000 5.864E-006 5.086E-005 3.288E-002 5.079E-005 4.208E-007 2.520E-001 1.650E-002 2.535E-005 5.432E-003 
GL075 10:08:16 305.7 37.93 1.000E+000 9.062E-001 1.440E-010 7.006E+002 2.721E+000 6.138E-006 6.393E-005 4.143E-002 6.384E-005 6.683E-007 2.527E-001 2.080E-002 3.198E-005 4.627E-002 
GL080 10:05:52 305.5 37.95 1.000E+000 9.519E-001 1.488E-010 7.252E+002 2.823E+000 7.395E-006 7.546E-005 4.963E-002 7.535E-005 9.494E-007 2.539E-001 2.500E-002 3.782E-005 1.048E-002 
GL085 10:03:04 305.3 37.98 1.000E+000 9.434E-001 1.429E-010 7.511E+002 2.810E+000 7.253E-006 8.561E-005 5.784E-002 8.549E-005 1.260E-006 2.549E-001 2.920E-002 4.302E-005 1.023E-001 
GL090 9:59:06 305.4 37.96 1.000E+000 9.215E-001 1.418E-010 7.188E+002 2.769E+000 6.680E-006 1.047E-004 6.785E-002 1.045E-004 1.813E-006 2.556E-001 3.440E-002 5.254E-005 2.126E-001 
GL095 9:56:30 305.5 37.95 1.000E+000 8.970E-001 1.378E-010 7.000E+002 2.690E+000 5.796E-006 1.226E-004 7.771E-002 1.224E-004 2.439E-006 2.564E-001 3.940E-002 6.174E-005 3.996E-002 
GL100 9:53:40 305.5 37.95 1.000E+000 9.583E-001 1.522E-010 7.538E+002 2.884E+000 8.390E-006 1.403E-004 9.112E-002 1.401E-004 3.322E-006 2.602E-001 4.660E-002 7.114E-005 5.871E-003 
GL105 9:50:38 305.6 37.94 1.000E+000 9.235E-001 1.464E-010 7.214E+002 2.763E+000 6.687E-006 1.568E-004 9.910E-002 1.566E-004 4.038E-006 2.603E-001 5.070E-002 7.948E-005 3.694E-002 
GL110 9:46:52 305.4 37.96 1.000E+000 9.240E-001 1.429E-010 7.374E+002 2.768E+000 6.717E-006 1.761E-004 1.118E-001 1.758E-004 5.169E-006 2.629E-001 5.760E-002 8.959E-005 2.749E-003 
