T d154 d184 d214 d244
d 150 180 210 240
290 3.429554600E-02 3.386516600E-02 3.339069800E-02 3.231905600E-02
295 3.305881400E-02 3.277546500E-02 3.247198300E-02 3.159587500E-02
300 3.212384800E-02 3.199139000E-02 3.182002100E-02 3.105778000E-02
305 3.171521100E-02 3.164651800E-02 3.118358500E-02 3.087203600E-02
310 3.064242000E-02 3.059450100E-02 3.009994200E-02 2.971681500E-02
315 2.877697600E-02 2.863631600E-02 2.798914300E-02 2.753120000E-02
320 2.572667200E-02 2.522365700E-02 2.429361100E-02 2.345052000E-02
325 1.909374700E-02 1.767917700E-02 1.593492800E-02 1.432090600E-02
330 6.595281000E-03 3.518464000E-03 -9.118540000E-04 -2.658635000E-03
335 -1.528659000E-02 -2.116000400E-02 -2.794085600E-02 -3.179244700E-02
340 -5.364168500E-02 -6.376110400E-02 -7.400128700E-02 -8.076969500E-02
