T d154 d184 d214 d244
d 150 180 210 240
290 3.361373800E-02 3.294614400E-02 3.235134900E-02 3.113782100E-02
295 3.253064300E-02 3.204636200E-02 3.157953200E-02 3.054180700E-02
300 3.171950600E-02 3.144428500E-02 3.109875500E-02 3.014864000E-02
305 3.138795100E-02 3.121107900E-02 3.054285300E-02 3.012074400E-02
310 3.057004600E-02 3.047741300E-02 2.991890700E-02 2.958195500E-02
315 2.916351100E-02 2.915129800E-02 2.867133200E-02 2.839056400E-02
320 2.688634000E-02 2.688516100E-02 2.653300300E-02 2.630030200E-02
325 2.179867400E-02 2.169563300E-02 2.137039600E-02 2.119480000E-02
330 1.220941200E-02 1.183696600E-02 1.031757400E-02 1.152596300E-02
335 -4.681074000E-03 -5.553233000E-03 -6.991876000E-03 -5.466544000E-03
340 -3.491190600E-02 -3.650384500E-02 -3.775104500E-02 -3.557136200E-02
