N_Fe Bo105 Bo175 Bo315 Bo565 Bo106 Bo176 Bo316 Bo566 Bo107
Bo 1.500000000E+01 1.524993176E+01 1.549996187E+01 1.574996808E+01 1.600000000E+01 1.624993176E+01 1.649996187E+01 1.674996808E+01 1.700000000E+01
1.000000000E+01 -1.238933010E-01 -1.583626010E-01 -3.485688800E-02 1.035948400E-02 2.680229400E-02 4.020208900E-02 5.289666300E-02 5.924591300E-02 5.804367100E-02
1.016672606E+01 -1.243641470E-01 -1.580135320E-01 -3.492719700E-02 1.042594900E-02 2.697825600E-02 4.087700700E-02 5.433796800E-02 6.158545300E-02 6.113970400E-02
1.033324570E+01 -1.248840160E-01 -1.565637750E-01 -3.451199400E-02 1.045931700E-02 2.713597900E-02 4.136472100E-02 5.533530300E-02 6.309280000E-02 6.297893400E-02
1.049996187E+01 -1.255282160E-01 -1.538284280E-01 -3.354959900E-02 1.048037500E-02 2.728497100E-02 4.166473700E-02 5.590198800E-02 6.384179300E-02 6.371433200E-02
1.066670514E+01 -1.263823020E-01 -1.495059410E-01 -3.193970200E-02 1.081502600E-02 2.752741800E-02 4.176791600E-02 5.602158500E-02 6.387378000E-02 6.353516400E-02
1.083333839E+01 -1.275490430E-01 -1.431885450E-01 -2.955063200E-02 1.145377800E-02 2.770109900E-02 4.166581400E-02 5.567880400E-02 6.326235700E-02 6.265925800E-02
1.100000000E+01 -1.291512210E-01 -1.344119320E-01 -2.624476900E-02 1.243456500E-02 2.782438900E-02 4.135678500E-02 5.489089800E-02 6.208970400E-02 6.133438000E-02
1.116672606E+01 -1.313262490E-01 -1.227772590E-01 -2.193093700E-02 1.375214800E-02 2.801237200E-02 4.085341300E-02 5.373169800E-02 6.045528300E-02 5.979906800E-02
1.133324570E+01 -1.342056600E-01 -1.081736700E-01 -1.664546200E-02 1.538135400E-02 2.819613900E-02 4.019156800E-02 5.234066700E-02 5.870561500E-02 5.886131600E-02
1.149996187E+01 -1.378719930E-01 -9.107253500E-02 -1.063677900E-02 1.718860900E-02 2.837700000E-02 3.943721300E-02 5.090720800E-02 5.708538200E-02 5.725513700E-02
1.166670514E+01 -1.422918880E-01 -7.273103400E-02 -4.390573000E-03 1.903521400E-02 2.855114300E-02 3.868287900E-02 4.962966300E-02 5.581026000E-02 5.652443800E-02
1.183333839E+01 -1.472439250E-01 -5.501876900E-02 1.475629000E-03 2.075183200E-02 2.867521700E-02 3.802939400E-02 4.866489800E-02 5.500633700E-02 5.629892600E-02
1.200000000E+01 -1.522903980E-01 -3.973981900E-02 6.436182000E-03 2.216429100E-02 2.876400100E-02 3.755878200E-02 4.809402800E-02 5.470403600E-02 5.655263900E-02
1.216672606E+01 -1.234837630E-01 -2.784686100E-02 1.025429900E-02 2.322992000E-02 2.884568300E-02 3.731242800E-02 4.791825700E-02 5.485804000E-02 5.724000500E-02
1.233324570E+01 -1.009708820E-01 -1.921290300E-02 1.299977000E-02 2.397803100E-02 2.893403000E-02 3.728593500E-02 4.808024100E-02 5.537835500E-02 5.828310100E-02
1.249996187E+01 -8.471049800E-02 -1.307779000E-02 1.490617400E-02 2.447959000E-02 2.904722800E-02 3.744097400E-02 4.849586900E-02 5.616081900E-02 5.947747500E-02
1.266670514E+01 -7.261160200E-02 -8.644052000E-03 1.621604000E-02 2.480460600E-02 2.918412500E-02 3.772556300E-02 4.908183200E-02 5.709186800E-02 6.079238300E-02
1.283333839E+01 -6.318620400E-02 -5.356496000E-03 1.710790400E-02 2.500289000E-02 2.933411600E-02 3.809139700E-02 4.977683800E-02 5.808988500E-02 6.210336400E-02
1.300000000E+01 -5.570853600E-02 -2.901031000E-03 1.769222700E-02 2.510344600E-02 2.948407900E-02 3.850070700E-02 5.047216600E-02 5.907290200E-02 6.349519000E-02
