T d154 d184 d214 d244
d 150 180 210 240
290 1.285492220E+00 1.281603272E+00 1.280103917E+00 1.278564550E+00
295 1.286840740E+00 1.282910962E+00 1.281678163E+00 1.280301687E+00
300 1.289098215E+00 1.285197574E+00 1.284078102E+00 1.282873382E+00
305 1.292036365E+00 1.288243427E+00 1.287123755E+00 1.286048284E+00
310 1.295404194E+00 1.291909602E+00 1.290513428E+00 1.289506398E+00
315 1.299089650E+00 1.295545576E+00 1.294044538E+00 1.292677914E+00
320 1.302807437E+00 1.299338207E+00 1.297451114E+00 1.295836370E+00
325 1.306199901E+00 1.302433176E+00 1.300319277E+00 1.298320654E+00
330 1.308865936E+00 1.304819468E+00 1.302531401E+00 1.299972743E+00
335 1.310735888E+00 1.306091493E+00 1.303341214E+00 1.300394846E+00
340 1.311208940E+00 1.305798932E+00 1.302405359E+00 1.298932165E+00
