T nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
290 1.271952844E+00 1.211240805E+00 6.071203900E-02 1.254411318E+00 1.206319747E+00 4.809157100E-02 1.754152600E-02 4.921058000E-03
295 1.273035874E+00 1.214485596E+00 5.855027800E-02 1.257152971E+00 1.209096423E+00 4.805654800E-02 1.588290300E-02 5.389173000E-03
300 1.275029248E+00 1.217041655E+00 5.798759300E-02 1.260218181E+00 1.211064353E+00 4.915382800E-02 1.481106700E-02 5.977302000E-03
305 1.277474062E+00 1.219953147E+00 5.752091500E-02 1.263074477E+00 1.212960524E+00 5.011395300E-02 1.439958500E-02 6.992623000E-03
310 1.280368340E+00 1.222363403E+00 5.800493700E-02 1.265671649E+00 1.214043526E+00 5.162812300E-02 1.469669100E-02 8.319877000E-03
315 1.283357516E+00 1.223438928E+00 5.991858800E-02 1.267642822E+00 1.213574304E+00 5.406851800E-02 1.571469400E-02 9.864624000E-03
320 1.286086568E+00 1.224550000E+00 6.153656800E-02 1.268651553E+00 1.212723429E+00 5.592812400E-02 1.743501500E-02 1.182657100E-02
325 1.288092821E+00 1.224900174E+00 6.319264700E-02 1.268267177E+00 1.210806827E+00 5.746035000E-02 1.982564400E-02 1.409334700E-02
330 1.288940480E+00 1.223314389E+00 6.562609100E-02 1.266153972E+00 1.206885652E+00 5.926832000E-02 2.278650800E-02 1.642873700E-02
335 1.287602584E+00 1.221826645E+00 6.577593900E-02 1.261467820E+00 1.202711423E+00 5.875639700E-02 2.613476400E-02 1.911522200E-02
340 1.283021302E+00 1.219372278E+00 6.364902400E-02 1.253498460E+00 1.197486277E+00 5.601218300E-02 2.952284200E-02 2.188600100E-02
