T file kT1 Voc Jsc FF eta Vmpp Jmpp Wph TDD TDD1 TDD11 TDD111 d N_B
290 001_290 39.98 5.104180E-1 3.511115E-1 8.104960E+1 2.905050E+1 4.374120E-1 3.320714E-1 5.000000E-1 1.000000E+10 1.000000E+10 1.000000E+10 1.000000E+10 1.800E-4 1.000E+16
290 002_290 39.98 5.100270E-1 3.501835E-1 8.103660E+1 2.894680E+1 4.370210E-1 3.311827E-1 5.000000E-1 1.468000E+10 1.468000E+10 1.468000E+10 1.468000E+10 1.800E-4 1.000E+16
290 003_290 39.98 5.094310E-1 3.488382E-1 8.102360E+1 2.879730E+1 4.364750E-1 3.298845E-1 5.000000E-1 2.154000E+10 2.154000E+10 2.154000E+10 2.154000E+10 1.800E-4 1.000E+16
290 004_290 39.98 5.085890E-1 3.468987E-1 8.100450E+1 2.858310E+1 4.356930E-1 3.280179E-1 5.000000E-1 3.162000E+10 3.162000E+10 3.162000E+10 3.162000E+10 1.800E-4 1.000E+16
290 005_290 39.98 5.074210E-1 3.441249E-1 8.097600E+1 2.827950E+1 4.346190E-1 3.253359E-1 5.000000E-1 4.642000E+10 4.642000E+10 4.642000E+10 4.642000E+10 1.800E-4 1.000E+16
290 006_290 39.98 5.058380E-1 3.402030E-1 8.093350E+1 2.785540E+1 4.331350E-1 3.215548E-1 5.000000E-1 6.813000E+10 6.813000E+10 6.813000E+10 6.813000E+10 1.800E-4 1.000E+16
290 007_290 39.98 5.037490E-1 3.347460E-1 8.087140E+1 2.727440E+1 4.311430E-1 3.163030E-1 5.000000E-1 1.000000E+11 1.000000E+11 1.000000E+11 1.000000E+11 1.800E-4 1.000E+16
290 008_290 39.98 5.010730E-1 3.273181E-1 8.078400E+1 2.649890E+1 4.285450E-1 3.091718E-1 5.000000E-1 1.468000E+11 1.468000E+11 1.468000E+11 1.468000E+11 1.800E-4 1.000E+16
290 009_290 39.98 4.976220E-1 3.174995E-1 8.068970E+1 2.549710E+1 4.253220E-1 2.997384E-1 5.000000E-1 2.154000E+11 2.154000E+11 2.154000E+11 2.154000E+11 1.800E-4 1.000E+16
290 010_290 39.98 4.935170E-1 3.049999E-1 8.056740E+1 2.425450E+1 4.214160E-1 2.877729E-1 5.000000E-1 3.162000E+11 3.162000E+11 3.162000E+11 3.162000E+11 1.800E-4 1.000E+16
