Fe nFsrh nFBsrh dnsrh nF nFB dn
1.000000000E+10 1.207913109E+00 1.206855961E+0 1.057148000E-03 1.207913109E+00 1.206855961E+0 1.057148000E-03
1.468000015E+10 1.207918144E+00 1.208180721E+0 -2.625770000E-04 1.207918144E+00 1.208180721E+0 -2.625770000E-04
2.154000005E+10 1.207925319E+00 1.209490594E+0 -1.565275000E-03 1.207925319E+00 1.209490594E+0 -1.565275000E-03
3.162000032E+10 1.207935651E+00 1.210789095E+0 -2.853444000E-03 1.207935651E+00 1.210789095E+0 -2.853444000E-03
4.642000041E+10 1.207950566E+00 1.212075207E+0 -4.124641000E-03 1.207950566E+00 1.212075207E+0 -4.124641000E-03
6.813000017E+10 1.207972039E+00 1.213348198E+0 -5.376159000E-03 1.207972039E+00 1.213348198E+0 -5.376159000E-03
1.000000000E+11 1.208002789E+00 1.214609437E+0 -6.606648000E-03 1.208002789E+00 1.214609437E+0 -6.606648000E-03
1.468000015E+11 1.208046405E+00 1.215859480E+0 -7.813075000E-03 1.208046405E+00 1.215859480E+0 -7.813075000E-03
2.154000005E+11 1.208107337E+00 1.217096590E+0 -8.989253000E-03 1.208107337E+00 1.217096590E+0 -8.989253000E-03
3.162000032E+11 1.208190780E+00 1.218324031E+0 -1.013325100E-02 1.208190780E+00 1.218324031E+0 -1.013325100E-02
4.642000041E+11 1.208301942E+00 1.219540793E+0 -1.123885100E-02 1.208301942E+00 1.219540793E+0 -1.123885100E-02
6.813000017E+11 1.208444553E+00 1.220746132E+0 -1.230157900E-02 1.208444553E+00 1.220746132E+0 -1.230157900E-02
1.000000000E+12 1.216208001E+00 1.221941297E+0 -5.733296000E-03 1.216208001E+00 1.221941297E+0 -5.733296000E-03
1.468000015E+12 1.219591982E+00 1.223126772E+0 -3.534790000E-03 1.219591982E+00 1.223126772E+0 -3.534790000E-03
2.154000005E+12 1.219840795E+00 1.224300865E+0 -4.460070000E-03 1.219840795E+00 1.224300865E+0 -4.460070000E-03
3.162000032E+12 1.220149982E+00 1.225466635E+0 -5.316653000E-03 1.220149982E+00 1.225466635E+0 -5.316653000E-03
4.642000041E+12 1.220447891E+00 1.226623085E+0 -6.175194000E-03 1.220447891E+00 1.226623085E+0 -6.175194000E-03
6.813000017E+12 1.235478865E+00 1.227769472E+0 7.709393000E-03 1.235478865E+00 1.227769472E+0 7.709393000E-03
1.000000000E+13 1.244880720E+00 1.228906950E+0 1.597377000E-02 1.244880720E+00 1.228906950E+0 1.597377000E-02
