Fe nFsrh nFBsrh dnsrh nF nFB dn
1.000000000E+10 1.244179320E+00 1.234436756E+0 9.742564000E-03 1.244179320E+00 1.234436756E+0 9.742564000E-03
1.468000015E+10 1.244247012E+00 1.235938151E+0 8.308861000E-03 1.244247012E+00 1.235938151E+0 8.308861000E-03
2.154000005E+10 1.244346210E+00 1.237422674E+0 6.923536000E-03 1.244346210E+00 1.237422674E+0 6.923536000E-03
3.162000032E+10 1.244491517E+00 1.238894308E+0 5.597209000E-03 1.244491517E+00 1.238894308E+0 5.597209000E-03
4.642000041E+10 1.244704151E+00 1.240351901E+0 4.352250000E-03 1.244704151E+00 1.240351901E+0 4.352250000E-03
6.813000017E+10 1.245014845E+00 1.241794624E+0 3.220221000E-03 1.245014845E+00 1.241794624E+0 3.220221000E-03
1.000000000E+11 1.245467885E+00 1.243224029E+0 2.243856000E-03 1.245467885E+00 1.243224029E+0 2.243856000E-03
1.468000015E+11 1.246126530E+00 1.244640744E+0 1.485786000E-03 1.246126530E+00 1.244640744E+0 1.485786000E-03
2.154000005E+11 1.247079976E+00 1.246042802E+0 1.037174000E-03 1.247079976E+00 1.246042802E+0 1.037174000E-03
3.162000032E+11 1.248451768E+00 1.247433902E+0 1.017866000E-03 1.248451768E+00 1.247433902E+0 1.017866000E-03
4.642000041E+11 1.250408649E+00 1.248812898E+0 1.595751000E-03 1.250408649E+00 1.248812898E+0 1.595751000E-03
6.813000017E+11 1.253167722E+00 1.250178949E+0 2.988773000E-03 1.253167722E+00 1.250178949E+0 2.988773000E-03
1.000000000E+12 1.255847733E+00 1.251533470E+0 4.314263000E-03 1.255847733E+00 1.251533470E+0 4.314263000E-03
1.468000015E+12 1.257771284E+00 1.252877008E+0 4.894276000E-03 1.257771284E+00 1.252877008E+0 4.894276000E-03
2.154000005E+12 1.259629034E+00 1.254207647E+0 5.421387000E-03 1.259629034E+00 1.254207647E+0 5.421387000E-03
3.162000032E+12 1.261474630E+00 1.255528853E+0 5.945777000E-03 1.261474630E+00 1.255528853E+0 5.945777000E-03
4.642000041E+12 1.263055536E+00 1.256839496E+0 6.216040000E-03 1.263055536E+00 1.256839496E+0 6.216040000E-03
6.813000017E+12 1.266973691E+00 1.258138735E+0 8.834956000E-03 1.266973691E+00 1.258138735E+0 8.834956000E-03
1.000000000E+13 1.271114845E+00 1.259427877E+0 1.168696800E-02 1.271114845E+00 1.259427877E+0 1.168696800E-02
