X Y Yfit
3.7800000E-2 4.9840000E-5 5.2810057E-5
5.7800000E-2 8.0290000E-5 8.1597295E-5
7.8000000E-2 1.1161000E-4 1.1160997E-4
9.8100000E-2 1.4300000E-4 1.4284177E-4
1.1820000E-1 1.7810000E-4 1.7610983E-4
1.3860000E-1 2.1500000E-4 2.1306499E-4
1.5860000E-1 2.5560000E-4 2.5420949E-4
1.7880000E-1 3.0380000E-4 3.0380004E-4
1.9900000E-1 3.6500000E-4 3.6693914E-4
2.1920000E-1 4.5000000E-4 4.5356347E-4
2.3930000E-1 5.7780000E-4 5.8122832E-4
2.5940000E-1 7.8390000E-4 7.8397108E-4
2.7940000E-1 1.1322000E-3 1.1224212E-3
2.9910000E-1 1.7340000E-3 1.6997626E-3
3.1950000E-1 2.7860000E-3 2.7602095E-3
3.3960000E-1 4.6100000E-3 4.6100020E-3
3.5980000E-1 7.6800000E-3 7.7864072E-3
3.7900000E-1 1.2590000E-2 1.2590008E-2
3.9970000E-1 1.9940000E-2 2.0248127E-2
4.1860000E-1 2.9700000E-2 2.9699996E-2
