N_Fe Bo105 Bo175 Bo315 Bo565 Bo106 Bo176 Bo316 Bo566 Bo107
Bo 1.500000000E+01 1.524993176E+01 1.549996187E+01 1.574996808E+01 1.600000000E+01 1.624993176E+01 1.649996187E+01 1.674996808E+01 1.700000000E+01
1.000000000E+01 1.015252089E+00 1.007611434E+00 1.134507518E+00 1.188856319E+00 1.196558974E+00 1.190077049E+00 1.177218801E+00 1.162901183E+00 1.150443404E+00
1.016672606E+01 1.015763487E+00 1.007971692E+00 1.136467438E+00 1.192802905E+00 1.202511775E+00 1.198346854E+00 1.188195424E+00 1.176993006E+00 1.168137609E+00
1.033324570E+01 1.016118349E+00 1.008241660E+00 1.138145465E+00 1.195730126E+00 1.206927069E+00 1.204637486E+00 1.196876440E+00 1.188732139E+00 1.183775951E+00
1.049996187E+01 1.016347537E+00 1.008440219E+00 1.139761027E+00 1.197972803E+00 1.210252277E+00 1.209486534E+00 1.203829005E+00 1.198608101E+00 1.197601171E+00
1.066670514E+01 1.016474767E+00 1.008585880E+00 1.141523778E+00 1.199807015E+00 1.212867725E+00 1.213390424E+00 1.209646796E+00 1.207239798E+00 1.210085161E+00
1.083333839E+01 1.016515459E+00 1.008695211E+00 1.143647143E+00 1.201462445E+00 1.215090435E+00 1.216781299E+00 1.214874176E+00 1.215215445E+00 1.221689322E+00
1.100000000E+01 1.016477338E+00 1.008782993E+00 1.146355001E+00 1.203135330E+00 1.217186061E+00 1.220024088E+00 1.219960843E+00 1.222978631E+00 1.232697484E+00
1.116672606E+01 1.016362345E+00 1.008863605E+00 1.149873240E+00 1.204995023E+00 1.219378661E+00 1.223413228E+00 1.225226780E+00 1.230758626E+00 1.243164828E+00
1.133324570E+01 1.016170318E+00 1.008953491E+00 1.154396012E+00 1.207181138E+00 1.221851541E+00 1.227159512E+00 1.230829764E+00 1.238557991E+00 1.252979589E+00
1.149996187E+01 1.015905586E+00 1.009074825E+00 1.160019258E+00 1.209789553E+00 1.224736052E+00 1.231366572E+00 1.236751420E+00 1.246208713E+00 1.261985299E+00
1.166670514E+01 1.015587972E+00 1.009260366E+00 1.166651686E+00 1.212852320E+00 1.228091603E+00 1.236011120E+00 1.242825016E+00 1.253481528E+00 1.270085073E+00
1.183333839E+01 1.015268013E+00 1.021754566E+00 1.173951018E+00 1.216324580E+00 1.231886866E+00 1.240949751E+00 1.248811527E+00 1.260194286E+00 1.277279584E+00
1.200000000E+01 1.015041945E+00 1.045706255E+00 1.181363156E+00 1.220092806E+00 1.236000679E+00 1.245966650E+00 1.254494130E+00 1.266268189E+00 1.283647512E+00
1.216672606E+01 1.015056079E+00 1.069079407E+00 1.188302826E+00 1.224005490E+00 1.240252684E+00 1.250848813E+00 1.259744347E+00 1.271722544E+00 1.289307422E+00
1.233324570E+01 1.015487538E+00 1.089353080E+00 1.194385391E+00 1.227910551E+00 1.244458275E+00 1.255450308E+00 1.264534750E+00 1.276637568E+00 1.294389069E+00
1.249996187E+01 1.016500939E+00 1.105161994E+00 1.199517187E+00 1.231684091E+00 1.248482045E+00 1.259716960E+00 1.268911888E+00 1.281118128E+00 1.299107626E+00
1.266670514E+01 1.018204421E+00 1.116671628E+00 1.203816733E+00 1.235248327E+00 1.252264623E+00 1.263670910E+00 1.272959233E+00 1.285290585E+00 1.303446734E+00
1.283333839E+01 1.020639295E+00 1.124925943E+00 1.207462052E+00 1.238579577E+00 1.255816129E+00 1.267377994E+00 1.276770476E+00 1.289269587E+00 1.307659333E+00
1.300000000E+01 1.023809997E+00 1.131003105E+00 1.210613104E+00 1.241704671E+00 1.259190108E+00 1.270919274E+00 1.280447850E+00 1.293143860E+00 1.311513922E+00
