number DE EBLSHADE ADELI NDE MABC TLBO GOTLBO STLBO PSO IJAYA ISCA NNA CWOA WW
0 0.0001298612969 0.0001599035243 0.0001599035246 0.001076616134 0.00110800936 0.0001817320576 4.025244339E-10 0.0001599035245 0.01 0.0004928909537 4.484055129E-7 0.00539049677 1E-10 1E-10
1 0.0001243678249 0.0001599035244 0.0001599035244 0.0006086357721 0.0003535786643 5.906403026E-5 7.719143214E-7 0.0001599035223 1E-10 6.233292677E-5 0.0005285135133 0.00055254473 1E-10 0.000255301781
2 4.377346223E-6 0.0001599035234 0.0001599035236 0.0008706498695 0.000468174696 0.0001607667348 2.041430359E-6 0.0001599035251 0.01 0.0007103172937 4.543116745E-10 4.246338992E-9 1.152195646E-5 0.0003984392653
3 3.959321618E-5 0.0001599035246 0.0001599035239 0.001149278648 0.0002228213053 0.001016570238 2.255430019E-7 0.0001599035233 0.01 5.511514378E-6 8.372172158E-5 1.441595935E-9 0.01 1E-10
4 0.001521346006 0.0001599035245 0.0001599035241 0.0001611523523 0.009619202845 0.000180368872 1.007307124E-10 0.0001599035245 1E-10 0.0001206710434 2.205926399E-7 0.0009562053967 0.0001342263746 1E-10
5 0.0007392441122 0.0001599035245 0.0001599035397 0.0003892902069 6.125246239E-6 0.000159903522 8.361535431E-6 0.000159903525 1E-10 0.0001912064618 0.003131851243 5.172521548E-6 0.0001340397294 1E-10
6 9.899285229E-5 0.0001599035249 0.0001599035237 8.382923214E-5 0.0002382714027 0.0001673243198 7.033644658E-7 0.0001599035246 1.000125777E-10 1.568577439E-5 1.320050851E-5 2.474898822E-9 6.442039855E-9 0.0004374783807
7 4.077068731E-5 0.0001599035246 0.0001599035247 0.0004150308924 3.485868897E-5 0.0001599035213 0.001103362292 0.0001599035257 1E-10 0.0005740468912 8.409100623E-8 0.001809721579 2.579177676E-7 1E-10
8 3.803289215E-5 0.0001599035243 0.0001599035239 0.0001597395958 0.0001079126071 0.0001599021766 0.00844601699 0.0001599035248 0.01 0.0001045210002 0.003273596741 0.0007044546157 0.0001076914583 1E-10
9 0.002213477425 0.0001599035246 0.0001599035243 0.0001599036261 0.0003315536155 0.000159903524 0.001307995125 0.0001599035242 0.001603813026 0.0001065922204 0.0004744507928 3.044361728E-5 3.277717162E-8 1E-10
10 0.0001676113852 0.0001599035247 0.0001599035244 0.0002169584102 0.0006188431041 0.000159903523 5.939196763E-8 0.0001599035241 1.061813659E-10 0.0008824760937 6.453618792E-7 2.096779125E-7 4.826474185E-5 8.899495551E-5
11 0.001759161741 0.0001599035246 0.0001599035243 0.0001844281937 1.365024672E-5 0.0001599035235 0.0002277021305 0.0001599035236 1E-10 3.983712067E-5 1.904660829E-9 1.097057951E-6 1.314174668E-9 5.375656858E-9
12 0.001025528208 0.000399711058 0.0001599035247 0.0003803440749 0.000957879425 0.0001599035225 7.845763103E-8 0.0001599035249 1E-10 0.000515377476 1.877546753E-8 0.00515006257 5.294835081E-7 1.155600449E-5
13 0.001460610974 0.0001599035242 0.000159903525 0.0006131797168 0.000124697304 0.0001599035248 1.051090631E-6 0.000159903524 0.01 0.0005704961825 5.882844244E-10 1.272247906E-9 7.962143948E-5 1E-10
14 0.003682486204 0.0001599035247 0.000159903525 0.000745294852 0.0002332405113 0.0002568957123 3.725603347E-7 0.0001599035236 1E-10 4.514633935E-5 2.884773633E-7 1.320192761E-9 1E-10 0.0002085408086
15 0.001125357369 0.0001599035251 0.0001599035246 0.0006774416067 0.0006841643067 0.0001599035244 9.416511365E-6 0.000159903525 0.001007217442 0.0002687000347 0.0006539847111 4.331363213E-6 1.167716043E-9 1E-10
16 0.0001384816807 0.0001599035245 0.0001599035247 0.0006666765613 0.0003848227489 0.0001599035217 8.522297294E-7 0.0001599035249 0.01 0.0007627164651 6.490779789E-8 9.542927825E-6 1E-10 4.93088388E-5
17 4.92317764E-7 0.0001599035246 0.0001599035244 0.0002197143075 4.061463839E-5 0.0001594953518 4.82185433E-6 0.0001599035252 0.0002885740806 0.0006341635602 3.199084843E-10 4.358253652E-5 1E-10 0.0003110635898
18 0.0002665735539 0.0001599035245 0.0001599035249 0.0001173644559 3.763444562E-6 0.0001599035251 0.0004089765561 0.0001599035236 1E-10 8.821905932E-5 4.603825486E-9 1.070664581E-9 1.169573173E-5 2.56779361E-7
19 0.0002963209669 0.0001599035247 0.0001599035247 0.0003063078541 0.009439436259 0.0001598626776 3.656702633E-7 0.0001599035229 5.736218331E-6 0.0003351910204 0.006159063784 0.0006356019246 0.01 0.0003174896637
20 0.0007407135637 0.0001599035242 0.000159903525 0.0003185545192 0.001619314394 0.0001599035257 0.0007543414679 0.0001599035239 1E-10 7.875078477E-5 4.014708434E-8 0.0008905240062 7.797428143E-5 0.0001047839167
21 0.000741169557 0.0001599035243 0.0001599035231 0.0001618950194 2.09901038E-7 0.0001124488371 0.005797530593 0.0001599035255 1E-10 0.0008630093718 2.485633474E-8 1.031027748E-7 0.0008178155794 1E-10
22 0.0004036671519 0.0001599035245 0.0001599035241 0.000159905521 2.011691456E-6 0.0001599035249 1.16942089E-5 0.0001599035236 1E-10 5.107066232E-5 8.808627479E-10 0.0003455620816 0.0008130707913 5.108595209E-6
23 0.0002496203188 0.0001599035246 0.0001599035245 0.002181318941 1.993064612E-5 0.0001599035237 2.503528856E-7 0.000159903523 0.01 0.002469045989 4.446392964E-6 3.124077145E-9 0.01 1E-10
24 0.00365268797 0.0001647916433 0.0001599035249 0.0001412677478 0.0006130579007 0.0001410107396 6.924173394E-7 0.0001599035239 0.01 0.0006197223339 3.056690684E-6 8.288026726E-6 0.0001610156401 1E-10
25 0.000545989979 0.0001599035239 0.0001599035235 0.0003165039761 6.212465622E-9 0.0001599477931 0.009999711728 0.0001599035239 0.002863465833 0.0004351440681 0.004347337374 1.781349697E-8 2.596551982E-10 1E-10
26 0.0002377412578 0.0001599035245 0.0001599035239 0.0001598606383 0.005896686716 0.0001434654631 5.697091269E-7 0.0001599035232 1E-10 0.0007358965752 5.015152238E-8 1E-10 1.852092294E-10 1E-10
27 2.325151904E-5 0.0003941118888 0.0001599035237 2.231425758E-9 0.00768009237 0.0001599035247 1.430960081E-6 0.0001599035237 1E-10 0.0003070345529 3.249109836E-5 5.940977882E-5 0.01 1E-10
28 2.806590303E-6 0.0001599035242 0.0001599035239 0.000184353845 2.547712355E-5 0.0001599035254 6.509446065E-9 0.0001599035245 1E-10 0.0009554606228 3.56391491E-8 3.863006562E-7 2.841114231E-7 3.134266513E-5
29 0.0003184504648 0.0001599035239 0.0001599035239 0.0002344862511 4.331169796E-5 0.0001599035245 1.092265217E-7 0.0001599035239 1E-10 0.0002105356938 0.0007587280259 4.219917229E-8 1.000001009E-10 1E-10
30 0.0004213901399 0.00112055659 0.0001599035243 2.924590216E-5 0.0001167850764 4.096524056E-6 1.000002585E-10 0.0001599035232 0.01 0.000444047515 9.721635556E-9 0.003200915827 1E-10 1E-10
31 0.0005133492553 0.0001599035249 0.0001599035231 0.0003665667178 3.209278012E-5 0.001045275361 1.465816434E-7 0.0001599035237 0.01 0.00104146143 4.57499759E-7 1.309041457E-9 1E-10 0.007713688283
32 0.001733068196 0.0001599035235 0.0001599035247 0.0007868047074 0.009937386452 0.0001596834948 7.608047202E-10 0.0001599035239 1E-10 0.0006082020194 0.003270418261 1.787764163E-6 2.204894255E-6 0.0004544334246
33 0.000365317734 0.0001599035249 0.0001599035253 0.0001639711286 0.001250031253 0.0001599035234 1.313438097E-9 0.0001599035233 0.01 0.0004219956177 0.001426345841 5.061700059E-6 1E-10 1E-10
34 0.0004121108758 0.0001599035236 0.0001599035231 0.0002707401247 0.0002801729486 0.0001657585599 0.006762980577 0.0001599035251 1E-10 0.0005355060678 3.510637771E-9 8.052515398E-6 0.003689732303 1.000096868E-10
35 0.0004910819193 0.0001599035239 0.000159903525 0.0001599007301 2.541112412E-9 0.0002001862338 2.782446029E-6 0.000159903524 1E-10 0.0001499428088 6.614599717E-8 1.193424563E-5 1E-10 1E-10
36 0.003714253907 0.0001599035247 0.0001599035242 0.0007100973535 1.834594349E-5 0.000159903525 0.0002563286532 0.0001599035244 0.01 0.0002984659117 7.357354983E-7 8.20862104E-9 1E-10 0.00730124616
37 0.0001128445254 0.0001599035244 0.000159903524 0.0001626596807 0.001432530288 0.0001599035245 0.002140678837 0.0001599035241 1E-10 0.0004100433744 0.0003260424191 1.837798174E-9 2.457930355E-10 1.000000542E-10
38 1.372268918E-7 0.0002671250017 0.0001599035254 0.0004321666632 1.129083913E-5 0.0001554769035 0.0002577132491 0.0001599035248 1E-10 0.0004054619826 1.265871047E-6 0.0001388525889 1E-10 1E-10
39 0.0001800271918 0.0001599035247 0.0001599035242 0.0001936482346 1.936002812E-6 0.0001599035249 0.000780406883 0.0001599035247 1E-10 0.0005725276172 6.98645765E-6 0.00651948552 1E-10 1E-10
40 0.002390965663 0.0001599035239 0.0001599035231 0.0001974645421 0.000470157242 7.978470513E-6 1.243625187E-8 0.0001599035247 0.01 0.000183720928 9.832881434E-6 0.0001491560808 0.01 1E-10
41 0.0004185195176 0.0001599035242 0.0001599035237 0.0006780283793 0.0001756668969 0.0001599035249 0.000217562174 0.0001599035246 1E-10 0.0006744923904 2.272116637E-6 3.966239069E-10 1.046883665E-6 4.681070447E-6
42 3.22229554E-5 0.0001599035245 0.0001599035237 0.000394334383 8.378882818E-5 0.0007837355265 2.951143474E-10 0.0001599035234 1E-10 0.000290195454 5.718015926E-9 3.947569828E-9 1.747670453E-10 0.0002668167286
43 0.00171172011 0.0001599035245 0.0001599035239 0.0007873352562 0.0008858230795 0.0001582950275 0.0009564582173 0.000159903525 1E-10 0.0009216108204 0.0006087731218 0.007787398071 0.001436883706 5.957546675E-5
44 0.0001046442337 0.0001599035244 0.0001599035246 0.0002006347882 2.880248749E-5 0.0001587549408 6.797598064E-7 0.0001599035235 1E-10 0.006452416081 0.0001080054197 6.533725972E-6 1E-10 1E-10
45 0.0003842997028 0.000159903525 0.0001599035245 0.000683261327 0.001292507395 0.001000577229 0.0001538891885 0.0001599035242 1.00000016E-10 0.0002029024132 5.602863603E-7 0.0005664042955 2.902352633E-10 1E-10
46 0.001548890534 0.000159903525 0.0001599035257 0.0009662378366 0.0004322479521 0.0001599035254 2.67679331E-7 0.0001599035246 1E-10 8.881702108E-6 3.228750707E-9 1.682538666E-5 2.39437252E-9 1.000000115E-10
47 0.002184770605 0.0001599035243 0.0001599035246 8.909740962E-5 0.0001064689942 0.0001599035243 2.967427665E-7 0.0001599035229 1E-10 0.0003630949097 5.87093093E-5 0.002980859958 4.001292693E-10 1E-10
48 0.002333409759 0.0001599035246 0.0001599035241 0.001111770535 0.0009997882124 0.000159903525 8.155642603E-8 0.000159903525 1E-10 0.001898919617 1.21574939E-9 4.053852666E-7 5.401864668E-9 1E-10
49 2.754967306E-5 0.0001599035249 0.0001599035247 0.0002026587412 3.183246265E-5 0.0001599035245 4.280600268E-8 0.0001599035237 1E-10 0.0009126269481 1.827461322E-5 2.930956007E-5 8.276539792E-9 1E-10
