number DE EBLSHADE ADELI NDE MABC TLBO GOTLBO STLBO PSO IJAYA ISCA NNA CWOA WaterWave
0 0.008367503947 0.008000114643 0.008000114643 0.007458819329 0.008210498918 0.007947253403 0.02870285894 0.008000114644 0.008865199739 0.006827564266 0.01355084188 0.007926035366 0.01076128098 0.008715811079
1 0.008070704112 0.008000114642 0.008000114642 0.007280237561 0.01000271125 0.008375248637 0.02605860378 0.008000114648 0.05013154095 0.007998053432 0.009210952918 0.02902642494 0.0741999177 0.02478853304
2 0.006883153548 0.008000114644 0.008000114644 0.007343633462 0.009318681975 0.007997866032 0.005793363472 0.008000114641 0.008867451518 0.007422290522 0.007276085919 0.01529180906 0.008953540175 0.00707831761
3 0.007702510213 0.008000114641 0.008000114642 0.007178191369 0.01645564606 0.007541469253 0.03310446819 0.008000114645 0.03096878285 0.007695566231 0.01095880463 0.0654281905 0.02078791801 0.07728391197
4 0.007925017102 0.008000114643 0.008000114642 0.007997662207 0.008750629178 0.007972441009 0.01961100486 0.008000114641 0.07634120396 0.00793064454 0.007454327575 0.007562413916 0.009602823414 0.04733865085
5 0.008820924535 0.008000114643 0.008000114641 0.007602612523 0.008237745005 0.008000114643 0.02109275611 0.008000114642 0.0194465532 0.008609382719 0.005908234718 0.01172341363 0.01430717469 0.008434975911
6 0.008146662112 0.008000114642 0.008000114647 0.008379694397 0.008864818056 0.008013367096 0.008772530425 0.008000114639 0.07361463477 0.007964480346 0.04824968397 0.01953705239 0.0776687817 0.007053477353
7 0.008330726623 0.008000114641 0.00800011464 0.007575879612 0.008446336842 0.008000114644 0.007164194737 0.008000114638 0.008862217561 0.007477940995 0.007265484053 0.00740979602 0.008410804931 0.04782369681
8 0.00918661435 0.008000114641 0.008000114642 0.008000421889 0.00652356205 0.00800011554 0.02354749728 0.008000114642 0.00886335205 0.00733657888 0.00616507732 0.00581428825 0.009308659678 0.006875256932
9 0.00626401337 0.008000114641 0.008000114644 0.008000114878 0.01528745843 0.008000114642 0.009727739135 0.008000114642 0.005856357912 0.007743077369 0.007803107477 0.02529076152 0.006045540204 0.006976737424
10 0.006612486325 0.008000114644 0.008000114642 0.007834673419 0.01510309664 0.008000114645 0.02600939138 0.008000114643 0.006020702256 0.006804063746 0.03891817374 0.01829230415 0.006950225952 0.00961190589
11 0.006188960743 0.00800011464 0.008000114643 0.007944520033 0.006720392951 0.008000114644 0.01289186012 0.008000114643 0.006935329428 0.007700065201 0.009958200086 0.01281092352 0.07361463528 0.007173238863
12 0.007264644168 0.007647096529 0.008000114642 0.007603549335 0.009408410865 0.008000114646 0.07285328596 0.008000114642 0.07361463466 0.008528291742 0.008430679394 0.009238845598 0.006821253243 0.007532612386
