x N
1.7490424E+0 1.0403803E+21
1.7356544E+0 9.4619538E+20
1.7194638E+0 8.4909683E+20
1.7024015E+0 8.4756579E+20
1.6858303E+0 8.5798358E+20
1.6688407E+0 8.3476532E+20
1.6509801E+0 8.4915646E+20
1.6342313E+0 8.5831309E+20
1.6163655E+0 8.5331372E+20
1.5990470E+0 8.7983879E+20
1.5818680E+0 8.5015599E+20
1.5629358E+0 8.5366505E+20
1.5455073E+0 8.7096107E+20
1.5268637E+0 8.5136420E+20
1.5081683E+0 8.8155670E+20
1.4903680E+0 8.9164520E+20
1.4716323E+0 8.6383581E+20
1.4521783E+0 8.8628469E+20
1.4339363E+0 8.9900831E+20
1.4145118E+0 8.8455898E+20
1.3951455E+0 8.9802662E+20
1.3757715E+0 8.9877057E+20
1.3558850E+0 8.9656144E+20
1.3358421E+0 8.9646098E+20
1.3153475E+0 9.0120515E+20
1.2948973E+0 9.2248120E+20
1.2747188E+0 9.0776636E+20
1.2529255E+0 9.1361876E+20
1.2323378E+0 9.3765384E+20
1.2109064E+0 9.1557309E+20
1.1885419E+0 9.0121405E+20
1.1655815E+0 9.1910177E+20
1.1432471E+0 9.3696240E+20
1.1202571E+0 9.2208612E+20
1.0962382E+0 9.2909208E+20
1.0726108E+0 9.2452553E+20
1.0472536E+0 9.1787595E+20
1.0221228E+0 9.2708777E+20
9.9600808E-1 9.1954287E+20
9.6910682E-1 9.2372726E+20
9.4177664E-1 9.2938083E+20
