x N
1.7862941E+0 1.4809853E+21
1.7770969E+0 1.4097312E+21
1.7669145E+0 1.3000284E+21
1.7559621E+0 1.2346522E+21
1.7445237E+0 1.2023648E+21
1.7328207E+0 1.1804408E+21
1.7207928E+0 1.1583736E+21
1.7084689E+0 1.1316820E+21
1.6956857E+0 1.1130084E+21
1.6827504E+0 1.1001708E+21
1.6694655E+0 1.0791461E+21
1.6558065E+0 1.0672622E+21
1.6419986E+0 1.0370082E+21
1.6272940E+0 1.0205648E+21
1.6127747E+0 1.0263812E+21
1.5979698E+0 1.0064310E+21
1.5825893E+0 9.9789543E+20
1.5672362E+0 1.0051409E+21
1.5517771E+0 9.8673866E+20
1.5355296E+0 9.8837534E+20
1.5198016E+0 9.9778979E+20
1.5035168E+0 9.7683861E+20
1.4867487E+0 9.8077613E+20
1.4702335E+0 9.4069901E+20
1.4516297E+0 9.3326520E+20
1.4344239E+0 9.8452886E+20
1.4172615E+0 9.7972808E+20
1.3994605E+0 9.6916976E+20
1.3814733E+0 9.7601140E+20
1.3634627E+0 9.7329160E+20
1.3448908E+0 9.5805947E+20
1.3257856E+0 9.5535522E+20
1.3065686E+0 9.6955827E+20
1.2874728E+0 9.5771692E+20
1.2671868E+0 9.5565365E+20
1.2474006E+0 9.5759408E+20
1.2265358E+0 9.4471998E+20
1.2055101E+0 9.4843397E+20
1.1840772E+0 9.3992895E+20
1.1618851E+0 9.3748823E+20
1.1395142E+0 9.4274356E+20
