x N
2.1618103E+0 9.1697913E+20
2.1495331E+0 9.0826044E+20
2.1369477E+0 8.9531642E+20
2.1241632E+0 8.8842207E+20
2.1112272E+0 8.8883329E+20
2.0982980E+0 8.8666855E+20
2.0851377E+0 8.8012154E+20
2.0718492E+0 8.8946252E+20
2.0588011E+0 8.8023874E+20
2.0450619E+0 8.7000058E+20
2.0315225E+0 8.8810369E+20
2.0181611E+0 8.8106518E+20
2.0042221E+0 8.6316606E+20
1.9901035E+0 8.5815524E+20
1.9758005E+0 8.6785897E+20
1.9617997E+0 8.6244621E+20
1.9471085E+0 8.4509341E+20
1.9323020E+0 8.5282835E+20
1.9176564E+0 8.5840805E+20
1.9028152E+0 8.5417459E+20
1.8877924E+0 8.4770085E+20
1.8724828E+0 8.3185118E+20
1.8566272E+0 8.3472862E+20
1.8411677E+0 8.3925767E+20
1.8252120E+0 8.2747937E+20
1.8090291E+0 8.3308521E+20
1.7930075E+0 8.2390861E+20
1.7761660E+0 8.1185325E+20
1.7593481E+0 8.1876923E+20
1.7424711E+0 8.1653226E+20
1.7252307E+0 8.0198118E+20
1.7073850E+0 7.9650284E+20
1.6895402E+0 7.9863286E+20
1.6714107E+0 7.9686687E+20
1.6530963E+0 8.0229928E+20
1.6348149E+0 7.9551181E+20
1.6157664E+0 7.9238618E+20
1.5969070E+0 8.0672328E+20
1.5780908E+0 8.1383002E+20
1.5591127E+0 8.2619086E+20
1.5404140E+0 8.3745982E+20
