x N
2.1799651E+0 9.1866806E+20
2.1678132E+0 9.5952521E+20
2.1566362E+0 9.8962173E+20
2.1450694E+0 9.9375119E+20
2.1338688E+0 1.0342196E+21
2.1230782E+0 1.0239187E+21
2.1115374E+0 9.9562131E+20
2.0999907E+0 9.9569904E+20
2.0883241E+0 1.0160600E+21
2.0771186E+0 1.0482425E+21
2.0660328E+0 1.0253121E+21
2.0542017E+0 1.0074023E+21
2.0425796E+0 1.0362148E+21
2.0312715E+0 9.1462326E+20
2.0164316E+0 9.2522667E+20
2.0052794E+0 1.0614528E+21
1.9936256E+0 1.0464069E+21
1.9820134E+0 1.0600130E+21
1.9705242E+0 1.0556571E+21
1.9586785E+0 1.0537183E+21
1.9470082E+0 1.0587663E+21
1.9351321E+0 1.0328530E+21
1.9227207E+0 1.0146074E+21
1.9102514E+0 1.0184313E+21
1.8977720E+0 1.0248781E+21
1.8852966E+0 1.0253307E+21
1.8726621E+0 1.0076097E+21
1.8595706E+0 1.0018624E+21
1.8466105E+0 1.0094204E+21
1.8335309E+0 1.0028821E+21
1.8202131E+0 9.8474797E+20
1.8064491E+0 9.7998301E+20
1.7927966E+0 9.7844940E+20
1.7787768E+0 9.6389325E+20
1.7644857E+0 9.4957554E+20
1.7498054E+0 9.3997690E+20
1.7349748E+0 9.4662003E+20
1.7202533E+0 9.5877059E+20
1.7055468E+0 9.7153938E+20
1.6909625E+0 1.0070714E+21
1.6770504E+0 1.0358646E+21
