x N
1.2782352E+0 1.7617730E+21
1.2674128E+0 1.8301013E+21
1.2573156E+0 1.4401573E+21
1.2405364E+0 1.4625643E+21
1.2306382E+0 2.5689151E+21
1.2252113E+0 2.5427266E+21
1.2150282E+0 1.6927124E+21
1.2015802E+0 1.4262441E+21
1.1866892E+0 1.7990777E+21
1.1789137E+0 1.5795219E+21
1.1605058E+0 1.3164628E+21
1.1472138E+0 2.0991713E+21
1.1404079E+0 2.1044904E+21
1.1269307E+0 1.6115582E+21
1.1136850E+0 1.8394191E+21
1.1032673E+0 1.6681590E+21
1.0872453E+0 1.6732717E+21
1.0766543E+0 1.5190420E+21
1.0574488E+0 1.4094771E+21
1.0441804E+0 1.7983040E+21
1.0316091E+0 1.8932969E+21
1.0193333E+0 1.8463914E+21
1.0058045E+0 1.7530701E+21
9.9179992E-1 1.4798981E+21
9.7265002E-1 1.4544434E+21
9.5756170E-1 1.5991157E+21
9.4092700E-1 1.7583431E+21
9.2828717E-1 1.8293708E+21
9.1229369E-1 1.7619456E+21
8.9812171E-1 1.7077421E+21
8.8058880E-1 1.6512385E+21
8.6477416E-1 1.9301139E+21
8.5155298E-1 1.7578536E+21
8.3223293E-1 1.5257812E+21
8.1333902E-1 1.7805947E+21
7.9880800E-1 1.6661245E+21
7.7669643E-1 1.6597412E+21
7.6131933E-1 1.7972782E+21
7.4111131E-1 1.6389263E+21
7.2137177E-1 1.6174571E+21
6.9944971E-1 1.5582947E+21
