x N
1.8480729E+0 1.1008133E+21
1.8361050E+0 1.0661380E+21
1.8232723E+0 1.0700133E+21
1.8112316E+0 1.0630034E+21
1.7980550E+0 1.0462511E+21
1.7854349E+0 1.1074414E+21
1.7735124E+0 1.0862570E+21
1.7602309E+0 1.0639866E+21
1.7476014E+0 1.0731202E+21
1.7343453E+0 1.0402867E+21
1.7206966E+0 1.0786765E+21
1.7082039E+0 1.1080094E+21
1.6950475E+0 1.0364156E+21
1.6805648E+0 1.0469967E+21
1.6674741E+0 1.0842295E+21
1.6537127E+0 1.0397022E+21
1.6392386E+0 1.0463354E+21
1.6254203E+0 1.0702626E+21
1.6113357E+0 1.0609375E+21
1.5970264E+0 1.0653582E+21
1.5828091E+0 1.0218433E+21
1.5670019E+0 1.0161186E+21
1.5523373E+0 1.0570990E+21
1.5374215E+0 1.0256694E+21
1.5215476E+0 1.0141209E+21
1.5059692E+0 1.0452282E+21
1.4907160E+0 1.0278150E+21
1.4742784E+0 9.9646086E+20
1.4576748E+0 1.0264549E+21
1.4418478E+0 1.0266770E+21
1.4248736E+0 1.0043434E+21
1.4079317E+0 1.0073431E+21
1.3906470E+0 1.0206850E+21
1.3737414E+0 1.0074162E+21
1.3555590E+0 9.9936573E+20
1.3379202E+0 1.0176042E+21
1.3199038E+0 1.0108441E+21
1.3015369E+0 1.0346473E+21
1.2838704E+0 1.0579555E+21
1.2657972E+0 1.0755368E+21
1.2482258E+0 1.0987359E+21
