x N
6.3717255E+4 5.6375146E+11
6.3038026E+4 6.3494829E+11
6.2506037E+4 6.6410782E+11
6.1867774E+4 7.1347162E+11
6.1408035E+4 6.2876637E+11
6.0607214E+4 6.0154483E+11
6.0079723E+4 6.2317739E+11
5.9308200E+4 6.6595642E+11
5.8854122E+4 7.5212353E+11
5.8209937E+4 6.3359367E+11
5.7537786E+4 6.8999149E+11
5.6988673E+4 6.4892272E+11
5.6222817E+4 5.9441782E+11
5.5537379E+4 6.7621267E+11
5.4931326E+4 6.8942961E+11
5.4254935E+4 6.4542944E+11
5.3544834E+4 6.4761801E+11
5.2855509E+4 6.6766938E+11
5.2169510E+4 6.3635149E+11
5.1392198E+4 7.1216198E+11
5.0846334E+4 7.2366465E+11
5.0070116E+4 6.5928413E+11
4.9377211E+4 6.9535563E+11
4.8656078E+4 7.1235942E+11
4.7977481E+4 7.1252189E+11
4.7235312E+4 7.2329242E+11
4.6557794E+4 7.2956759E+11
4.5805224E+4 7.1362137E+11
4.5073261E+4 7.2707185E+11
4.4323873E+4 7.2423578E+11
4.3561028E+4 7.6755233E+11
4.2873469E+4 8.1966598E+11
4.2179767E+4 8.1245578E+11
4.1456638E+4 8.4579927E+11
4.0796586E+4 9.3387653E+11
4.0183405E+4 9.0464250E+11
3.9459544E+4 9.0588182E+11
3.8827142E+4 1.0185938E+12
3.8232894E+4 9.8734131E+11
3.7539699E+4 9.9065073E+11
3.6929184E+4 1.0675774E+12
