x N
1.2270634E+0 1.5143428E+21
1.2139329E+0 1.6241270E+21
1.2024620E+0 1.9956175E+21
1.1937294E+0 1.8618076E+21
1.1805827E+0 1.7126335E+21
1.1697474E+0 1.8524160E+21
1.1581761E+0 1.9077027E+21
1.1477910E+0 1.7654200E+21
1.1341895E+0 1.7736281E+21
1.1236959E+0 1.9297095E+21
1.1117919E+0 1.8526012E+21
1.1001337E+0 1.9097247E+21
1.0886919E+0 1.7865769E+21
1.0751554E+0 1.8137621E+21
1.0638278E+0 1.9697304E+21
1.0519870E+0 1.8291763E+21
1.0385856E+0 1.8585616E+21
1.0268623E+0 1.9236908E+21
1.0140010E+0 1.9628474E+21
1.0024923E+0 1.9356148E+21
9.8896247E-1 1.7808938E+21
9.7492691E-1 1.8454682E+21
9.6200092E-1 1.9616157E+21
9.4920810E-1 1.9248850E+21
9.3542237E-1 1.8891626E+21
9.2174380E-1 1.9851665E+21
9.0890902E-1 1.9270832E+21
8.9400134E-1 1.8703002E+21
8.7989375E-1 1.9459802E+21
8.6565253E-1 1.8827157E+21
8.5008981E-1 1.8211570E+21
8.3429679E-1 1.8343857E+21
8.1837273E-1 1.8179588E+21
8.0165716E-1 1.8208390E+21
7.8512511E-1 1.8020596E+21
7.6732402E-1 1.7628661E+21
7.4923678E-1 1.8073407E+21
7.3148855E-1 1.8572736E+21
7.1350481E-1 1.9535734E+21
6.9669599E-1 2.0756426E+21
6.7994207E-1 2.1044282E+21
