x N
6.8258227E+4 6.8258047E+11
6.7735352E+4 6.9013545E+11
6.7219990E+4 6.8498777E+11
6.6681049E+4 6.8496808E+11
6.6157444E+4 6.8774012E+11
6.5614128E+4 6.8707567E+11
6.5080892E+4 6.8605505E+11
6.4526884E+4 6.5562247E+11
6.3933242E+4 6.5924820E+11
6.3375627E+4 6.9527710E+11
6.2831848E+4 7.0468460E+11
6.2279335E+4 7.0624100E+11
6.1728358E+4 6.8395008E+11
6.1129248E+4 6.6567712E+11
6.0535639E+4 6.8828455E+11
5.9964558E+4 7.0916396E+11
5.9394270E+4 7.0869377E+11
5.8811335E+4 7.0681769E+11
5.8226631E+4 7.2063200E+11
5.7654723E+4 7.2443441E+11
5.7064364E+4 7.2900735E+11
5.6488129E+4 7.3492448E+11
5.5895039E+4 7.4318159E+11
5.5319888E+4 7.5530920E+11
5.4733298E+4 7.7447424E+11
5.4175169E+4 7.8742022E+11
5.3595275E+4 7.8966906E+11
5.3028480E+4 8.3208666E+11
5.2495627E+4 8.6063151E+11
5.1954080E+4 8.7217736E+11
5.1424612E+4 8.8854951E+11
5.0891817E+4 9.3363238E+11
5.0403540E+4 1.0224357E+12
4.9950313E+4 1.0706318E+12
4.9495934E+4 1.1322732E+12
4.9084626E+4 1.2035988E+12
4.8674376E+4 1.2624679E+12
4.8295017E+4 1.2735031E+12
4.7884960E+4 1.1761940E+12
4.7432867E+4 1.0016166E+12
4.6862059E+4 9.0176244E+11
