x N
1.6239215E+0 1.2432059E+21
1.6118559E+0 1.3855593E+21
1.6022048E+0 1.1954966E+21
1.5864678E+0 1.0554025E+21
1.5732395E+0 1.0431904E+21
1.5568641E+0 8.8528723E+20
1.5379957E+0 9.3404187E+20
1.5231210E+0 1.0745266E+21
1.5083401E+0 1.0747879E+21
1.4931774E+0 1.1337024E+21
1.4796840E+0 1.0466883E+21
1.4617918E+0 1.0088227E+21
1.4468035E+0 9.9373460E+20
1.4279880E+0 9.8123396E+20
1.4122005E+0 1.0786566E+21
1.3961215E+0 9.9139277E+20
1.3770963E+0 9.6813108E+20
1.3597376E+0 1.0542598E+21
1.3432486E+0 1.0169099E+21
1.3241703E+0 1.0521709E+21
1.3084558E+0 1.0898008E+21
1.2900979E+0 1.0165184E+21
1.2714404E+0 1.0267340E+21
1.2529193E+0 1.0406447E+21
1.2342118E+0 1.0386129E+21
1.2150482E+0 1.0007967E+21
1.1942707E+0 1.0602928E+21
1.1767705E+0 1.0926613E+21
1.1564779E+0 1.0268016E+21
1.1358913E+0 1.0352345E+21
1.1152003E+0 1.0358692E+21
1.0938634E+0 1.0414805E+21
1.0725971E+0 1.0549286E+21
1.0509606E+0 1.0863478E+21
1.0301004E+0 1.0509189E+21
1.0060557E+0 1.0158081E+21
9.8262106E-1 1.0205175E+21
9.5761488E-1 1.0018592E+21
9.3201441E-1 1.0105176E+21
9.0607018E-1 1.0344915E+21
8.8023519E-1 1.0517353E+21
