x N
2.1756373E+0 8.2466882E+20
2.1620688E+0 8.2878451E+20
2.1485507E+0 8.2420365E+20
2.1346576E+0 8.2754857E+20
2.1210770E+0 8.5796725E+20
2.1079895E+0 8.5635611E+20
2.0941851E+0 8.4776708E+20
2.0806525E+0 8.4640882E+20
2.0666211E+0 8.3663741E+20
2.0525805E+0 8.5097969E+20
2.0388355E+0 8.6244656E+20
2.0249767E+0 8.5468471E+20
2.0107889E+0 8.4696545E+20
1.9964763E+0 8.5032738E+20
1.9821988E+0 8.5083957E+20
1.9676957E+0 8.4058379E+20
1.9528514E+0 8.4117277E+20
1.9381496E+0 8.4360424E+20
1.9231637E+0 8.3727153E+20
1.9080051E+0 8.3721785E+20
1.8927787E+0 8.3515442E+20
1.8772984E+0 8.2381059E+20
1.8613910E+0 8.1755194E+20
1.8454031E+0 8.1825185E+20
1.8292461E+0 8.1763197E+20
1.8129500E+0 8.2313059E+20
1.7967218E+0 8.1335772E+20
1.7797299E+0 8.0625077E+20
1.7628977E+0 8.1638651E+20
1.7460047E+0 8.0838986E+20
1.7285039E+0 7.9190734E+20
1.7105410E+0 7.8831745E+20
1.6925087E+0 7.9687151E+20
1.6745544E+0 7.9197662E+20
1.6559030E+0 7.8577332E+20
1.6372518E+0 7.8850438E+20
1.6183028E+0 7.8733529E+20
1.5991560E+0 7.9111494E+20
1.5799365E+0 8.0543460E+20
1.5610179E+0 8.2181045E+20
1.5421018E+0 8.2687348E+20
