x N
1.4381952E+0 1.3386260E+21
1.4255339E+0 1.3252291E+21
1.4124996E+0 1.2962999E+21
1.3990217E+0 1.4032851E+21
1.3877965E+0 1.3998511E+21
1.3740146E+0 1.2767158E+21
1.3601270E+0 1.4249673E+21
1.3489970E+0 1.5300533E+21
1.3366006E+0 1.4796490E+21
1.3244573E+0 1.4310074E+21
1.3109788E+0 1.3940662E+21
1.2979037E+0 1.3983549E+21
1.2842296E+0 1.3572935E+21
1.2700528E+0 1.4236510E+21
1.2574018E+0 1.3976352E+21
1.2424084E+0 1.4348154E+21
1.2302047E+0 1.4911040E+21
1.2159263E+0 1.3992734E+21
1.2016778E+0 1.4739978E+21
1.1885367E+0 1.5344211E+21
1.1750598E+0 1.5247391E+21
1.1614448E+0 1.4889723E+21
1.1469833E+0 1.4400925E+21
1.1320540E+0 1.4881942E+21
1.1181868E+0 1.5721030E+21
1.1044450E+0 1.5245534E+21
1.0893430E+0 1.5470053E+21
1.0756623E+0 1.5584975E+21
1.0603687E+0 1.4999769E+21
1.0451473E+0 1.5105391E+21
1.0296201E+0 1.5113468E+21
1.0139542E+0 1.4493854E+21
9.9656511E-1 1.4113186E+21
9.7944932E-1 1.3359929E+21
9.5941746E-1 1.2069405E+21
9.3749220E-1 1.1136362E+21
9.1286027E-1 1.0460481E+21
8.8661799E-1 1.0298067E+21
8.5968024E-1 1.0727277E+21
8.3402597E-1 1.1526828E+21
8.0921870E-1 1.1906640E+21
