x N
1.5571444E+0 -1.6956230E+21
1.5663089E+0 -3.0810214E+21
1.5672287E+0 7.3045137E+21
1.5620608E+0 2.9540388E+21
1.5567095E+0 2.5098335E+21
1.5496312E+0 2.0121810E+21
1.5411365E+0 1.8317802E+21
1.5324369E+0 1.6413737E+21
1.5218278E+0 1.5837189E+21
1.5123056E+0 1.6082308E+21
1.5018654E+0 1.5997606E+21
1.4921086E+0 1.5558791E+21
1.4809484E+0 1.4275112E+21
1.4691447E+0 1.4406344E+21
1.4580212E+0 1.4534932E+21
1.4462365E+0 1.4493531E+21
1.4348689E+0 1.4576508E+21
1.4230264E+0 1.4117883E+21
1.4107053E+0 1.3587396E+21
1.3976983E+0 1.3518238E+21
1.3850200E+0 1.3419152E+21
1.3715761E+0 1.3287715E+21
1.3583907E+0 1.3444817E+21
1.3449980E+0 1.3154050E+21
1.3309500E+0 1.2688427E+21
1.3162500E+0 1.2725968E+21
1.3019785E+0 1.2489661E+21
1.2863868E+0 1.2276426E+21
1.2712494E+0 1.2896324E+21
1.2567891E+0 1.3246485E+21
1.2420920E+0 1.3097116E+21
1.2269477E+0 1.3228076E+21
1.2121915E+0 1.3599484E+21
1.1975059E+0 1.3646016E+21
1.1824853E+0 1.3829188E+21
1.1678295E+0 1.3384067E+21
1.1514088E+0 1.2611846E+21
1.1343967E+0 1.2067832E+21
1.1159312E+0 1.1256428E+21
1.0957270E+0 1.0869725E+21
1.0751726E+0 1.0877460E+21
