x N
1.4448812E+0 1.3181418E+21
1.4320822E+0 1.3926855E+21
1.4205560E+0 1.4933954E+21
1.4092046E+0 1.5219137E+21
1.3979254E+0 1.5692040E+21
1.3870819E+0 1.5790050E+21
1.3757608E+0 1.5809359E+21
1.3647687E+0 1.5956683E+21
1.3534704E+0 1.5786302E+21
1.3420512E+0 1.6025180E+21
1.3309045E+0 1.5503205E+21
1.3185167E+0 1.5335299E+21
1.3069070E+0 1.6006625E+21
1.2953148E+0 1.6229928E+21
1.2838203E+0 1.6346621E+21
1.2721856E+0 1.6167450E+21
1.2602191E+0 1.6208614E+21
1.2484254E+0 1.6468609E+21
1.2366113E+0 1.6231923E+21
1.2242394E+0 1.6261308E+21
1.2122341E+0 1.6355024E+21
1.1997534E+0 1.6080030E+21
1.1870732E+0 1.6364944E+21
1.1747724E+0 1.6339419E+21
1.1617797E+0 1.6181451E+21
1.1489559E+0 1.6404022E+21
1.1360262E+0 1.6314424E+21
1.1227636E+0 1.6308093E+21
1.1095183E+0 1.6448811E+21
1.0961672E+0 1.6428022E+21
1.0825621E+0 1.6219001E+21
1.0685181E+0 1.6213895E+21
1.0545474E+0 1.6522869E+21
1.0406632E+0 1.6279186E+21
1.0258848E+0 1.6177161E+21
1.0114215E+0 1.6096374E+21
9.9605827E-1 1.5729402E+21
9.8043809E-1 1.5643338E+21
9.6440546E-1 1.5139026E+21
9.4717344E-1 1.4991135E+21
9.3022793E-1 1.5256636E+21
