x N
6.5932072E+4 6.0972944E+11
6.5325603E+4 6.1649688E+11
6.4726952E+4 6.2637551E+11
6.4128449E+4 6.2948380E+11
6.3524540E+4 6.5446620E+11
6.2961364E+4 6.7379428E+11
6.2380264E+4 6.7029030E+11
6.1800569E+4 6.6295666E+11
6.1195362E+4 6.7690127E+11
6.0629216E+4 6.7629621E+11
6.0011128E+4 6.7616897E+11
5.9433475E+4 6.9043736E+11
5.8828041E+4 6.8307804E+11
5.8225649E+4 6.8937646E+11
5.7618791E+4 6.8961414E+11
5.7004046E+4 6.9931757E+11
5.6401360E+4 6.9523815E+11
5.5765896E+4 6.9213517E+11
5.5144004E+4 7.0778905E+11
5.4522334E+4 7.0706167E+11
5.3884784E+4 7.0894373E+11
5.3251836E+4 7.1790402E+11
5.2615131E+4 7.1927598E+11
5.1969203E+4 7.1883995E+11
5.1315789E+4 7.3178282E+11
5.0676866E+4 7.4602908E+11
5.0031891E+4 7.4332388E+11
4.9371561E+4 7.5382547E+11
4.8727976E+4 7.6860711E+11
4.8075494E+4 7.8205271E+11
4.7437213E+4 7.9527893E+11
4.6788792E+4 7.9605569E+11
4.6134002E+4 8.2325638E+11
4.5511285E+4 8.5726073E+11
4.4889970E+4 8.8453073E+11
4.4289179E+4 9.1178371E+11
4.3688030E+4 9.5220227E+11
4.3122907E+4 9.9713287E+11
4.2559269E+4 1.0153750E+12
4.1999781E+4 1.0497438E+12
4.1458629E+4 1.0746856E+12
