x N
1.8482327E+0 1.0992155E+21
1.8362485E+0 1.0995152E+21
1.8241921E+0 1.0812153E+21
1.8116365E+0 1.0248001E+21
1.7980413E+0 1.0466475E+21
1.7858554E+0 1.1080667E+21
1.7735124E+0 1.0951652E+21
1.7608638E+0 1.0736081E+21
1.7478353E+0 1.0825991E+21
1.7352160E+0 1.0795253E+21
1.7219193E+0 1.0600857E+21
1.7086261E+0 1.0717290E+21
1.6954143E+0 1.0736490E+21
1.6819598E+0 1.0779951E+21
1.6686460E+0 1.0543822E+21
1.6543645E+0 1.0354534E+21
1.6403140E+0 1.0357296E+21
1.6257913E+0 1.0606850E+21
1.6121757E+0 1.0662770E+21
1.5975474E+0 1.0394744E+21
1.5829477E+0 1.0243840E+21
1.5676080E+0 1.0233571E+21
1.5526962E+0 1.0498760E+21
1.5378339E+0 1.0249654E+21
1.5218924E+0 1.0126986E+21
1.5063456E+0 1.0493028E+21
1.4911888E+0 1.0476316E+21
1.4752685E+0 1.0125161E+21
1.4586880E+0 9.9936846E+20
1.4419717E+0 1.0001101E+21
1.4250291E+0 1.0080511E+21
1.4081847E+0 1.0034436E+21
1.3906716E+0 9.9658533E+20
1.3731635E+0 1.0075848E+21
1.3555903E+0 1.0164010E+21
1.3379354E+0 1.0142068E+21
1.3198149E+0 1.0096267E+21
1.3015081E+0 1.0352510E+21
1.2838003E+0 1.0477818E+21
1.2654156E+0 1.0706080E+21
1.2479872E+0 1.1080262E+21
