x N
1.4014439E+0 1.7514524E+21
1.3915217E+0 1.8153277E+21
1.3822340E+0 1.7842670E+21
1.3718336E+0 1.7477946E+21
1.3619949E+0 1.7164305E+21
1.3510633E+0 1.7203994E+21
1.3411209E+0 1.6275290E+21
1.3288068E+0 1.5139357E+21
1.3169986E+0 1.6791852E+21
1.3068732E+0 1.7144001E+21
1.2953235E+0 1.6248844E+21
1.2838130E+0 1.5847567E+21
1.2714592E+0 1.5938680E+21
1.2598697E+0 1.5667441E+21
1.2468559E+0 1.5794689E+21
1.2352376E+0 1.6375900E+21
1.2228538E+0 1.5765164E+21
1.2100568E+0 1.5975544E+21
1.1977511E+0 1.5872957E+21
1.1845171E+0 1.5822556E+21
1.1718602E+0 1.5793337E+21
1.1582815E+0 1.5936767E+21
1.1455762E+0 1.6066141E+21
1.1318988E+0 1.5766473E+21
1.1183807E+0 1.5915786E+21
1.1046280E+0 1.5578092E+21
1.0901657E+0 1.5124940E+21
1.0751846E+0 1.5031679E+21
1.0601330E+0 1.5649062E+21
1.0459400E+0 1.6560787E+21
1.0321170E+0 1.6954906E+21
1.0182026E+0 1.7114651E+21
1.0042639E+0 1.7688245E+21
9.9088668E-1 1.7037902E+21
9.7548503E-1 1.6558420E+21
9.6084942E-1 1.6161831E+21
9.4419683E-1 1.4916944E+21
9.2636691E-1 1.4381969E+21
9.0775053E-1 1.3794684E+21
8.8757280E-1 1.3528508E+21
8.6732710E-1 1.3661092E+21
