x N
1.7178259E+0 1.3765046E+21
1.7075318E+0 1.2997791E+21
1.6959485E+0 1.1899780E+21
1.6834753E+0 1.1253975E+21
1.6703246E+0 1.1085363E+21
1.6572629E+0 1.0982761E+21
1.6436536E+0 1.0848920E+21
1.6300438E+0 1.0823717E+21
1.6161409E+0 1.0730193E+21
1.6020534E+0 1.0028480E+21
1.5859109E+0 1.0112285E+21
1.5718077E+0 1.0779847E+21
1.5572613E+0 1.0632931E+21
1.5424929E+0 1.0609964E+21
1.5276027E+0 1.0774249E+21
1.5130059E+0 1.0820583E+21
1.4979513E+0 1.0709939E+21
1.4827502E+0 1.0744973E+21
1.4674860E+0 1.0702756E+21
1.4518432E+0 1.0749976E+21
1.4363892E+0 1.0790636E+21
1.4205238E+0 1.0624630E+21
1.4042249E+0 1.0682831E+21
1.3881712E+0 1.0730751E+21
1.3716358E+0 1.0602226E+21
1.3547914E+0 1.0730849E+21
1.3382536E+0 1.0677730E+21
1.3208133E+0 1.0538031E+21
1.3033823E+0 1.0686035E+21
1.2859651E+0 1.0656227E+21
1.2679550E+0 1.0463552E+21
1.2493732E+0 1.0410788E+21
1.2306367E+0 1.0485184E+21
1.2117557E+0 1.0356808E+21
1.1919470E+0 1.0270358E+21
1.1721065E+0 1.0168520E+21
1.1512050E+0 9.9953675E+20
1.1299183E+0 9.9393398E+20
1.1079743E+0 9.6639857E+20
1.0845583E+0 9.5322391E+20
1.0610232E+0 9.6118935E+20
