x N
2.5732205E+0 7.6550601E+20
2.5608707E+0 7.7634635E+20
2.5488085E+0 7.7683948E+20
2.5363555E+0 7.6798110E+20
2.5238906E+0 7.8345512E+20
2.5118111E+0 8.0746764E+20
2.4999608E+0 8.1305003E+20
2.4879310E+0 7.9056232E+20
2.4752806E+0 7.8532290E+20
2.4629639E+0 8.1171029E+20
2.4510044E+0 8.1810465E+20
2.4387568E+0 8.0691625E+20
2.4263390E+0 7.9541626E+20
2.4136060E+0 7.9425495E+20
2.4010209E+0 8.1210798E+20
2.3887153E+0 8.0058398E+20
2.3756364E+0 7.9282503E+20
2.3629475E+0 8.1093942E+20
2.3503070E+0 7.9563710E+20
2.3369882E+0 7.3512104E+20
2.3220448E+0 7.4657655E+20
2.3090018E+0 7.9728326E+20
2.2956779E+0 8.0453352E+20
2.2827245E+0 8.0814646E+20
2.2693652E+0 7.9642906E+20
2.2558691E+0 8.0534610E+20
2.2426507E+0 8.0563616E+20
2.2290025E+0 8.0180405E+20
2.2154939E+0 8.1424170E+20
2.2020974E+0 8.1391654E+20
2.1884118E+0 8.0693810E+20
2.1746113E+0 8.0378876E+20
2.1606426E+0 8.0299033E+20
2.1466356E+0 7.7585321E+20
2.1314920E+0 7.5390649E+20
2.1164319E+0 7.3096259E+20
2.1001085E+0 6.9221009E+20
2.0830379E+0 6.5857356E+20
2.0647170E+0 6.1368545E+20
2.0447166E+0 5.7337900E+20
2.0233032E+0 5.5718758E+20
