x N
8.8434996E+4 5.4693738E+11
8.7931825E+4 5.5940458E+11
8.7448377E+4 5.8156852E+11
8.6977522E+4 5.8763508E+11
8.6498701E+4 6.0916829E+11
8.6056582E+4 5.9938580E+11
8.5557410E+4 5.7595368E+11
8.5071684E+4 5.8233739E+11
8.4577622E+4 5.9903264E+11
8.4113858E+4 6.2009282E+11
8.3647042E+4 6.2270576E+11
8.3182037E+4 6.2422944E+11
8.2712262E+4 6.1108875E+11
8.2221640E+4 6.1732735E+11
8.1756165E+4 6.3262720E+11
8.1283166E+4 6.2281175E+11
8.0797322E+4 6.1208969E+11
8.0301679E+4 6.2510204E+11
7.9830540E+4 6.5706567E+11
7.9376457E+4 6.5541853E+11
7.8897440E+4 6.3535518E+11
7.8408136E+4 6.4692674E+11
7.7940700E+4 6.7551707E+11
7.7486343E+4 6.8128179E+11
7.7021207E+4 6.8062131E+11
7.6560490E+4 6.9591357E+11
7.6110286E+4 7.0761359E+11
7.5659265E+4 7.4659535E+11
7.5251274E+4 7.6284879E+11
7.4813589E+4 7.6408590E+11
7.4402345E+4 8.3340801E+11
7.4031044E+4 8.6707513E+11
7.3646140E+4 9.0830349E+11
7.3305676E+4 1.0191983E+12
7.2996637E+4 1.1153044E+12
7.2709590E+4 1.2465853E+12
7.2461283E+4 1.3616716E+12
7.2217689E+4 1.3784839E+12
7.1973725E+4 1.2823674E+12
7.1691673E+4 1.0268197E+12
7.1313948E+4 8.9854909E+11
