x N
6.3745106E+4 6.2375622E+11
6.3131806E+4 6.1571368E+11
6.2496228E+4 6.2801986E+11
6.1895511E+4 6.4546349E+11
6.1281197E+4 6.7483332E+11
6.0722370E+4 6.2139181E+11
5.9993047E+4 6.3903514E+11
5.9458389E+4 6.6773537E+11
5.8768943E+4 6.3815192E+11
5.8165140E+4 6.4484321E+11
5.7473912E+4 6.5881090E+11
5.6884418E+4 6.8558033E+11
5.6228618E+4 6.5461486E+11
5.5565692E+4 6.5669397E+11
5.4898416E+4 6.4052576E+11
5.4184808E+4 6.7650482E+11
5.3575586E+4 6.7788255E+11
5.2846877E+4 6.5895640E+11
5.2182656E+4 7.0626476E+11
5.1530051E+4 7.0363901E+11
5.0843588E+4 6.3677112E+11
5.0028990E+4 6.5422532E+11
4.9362852E+4 7.2857659E+11
4.8679181E+4 7.1746614E+11
4.7972813E+4 7.0198393E+11
4.7237467E+4 6.9634346E+11
4.6497164E+4 6.9687530E+11
4.5739263E+4 7.6336890E+11
4.5108999E+4 7.8260588E+11
4.4362613E+4 7.1362522E+11
4.3575144E+4 7.6209142E+11
4.2902957E+4 8.2008676E+11
4.2195064E+4 8.3498463E+11
4.1525968E+4 8.4057347E+11
4.0803660E+4 8.7937594E+11
4.0174830E+4 9.1573254E+11
3.9483317E+4 9.1145432E+11
3.8826706E+4 9.8063883E+11
3.8209192E+4 9.8054871E+11
3.7530174E+4 9.5201139E+11
3.6850722E+4 9.6039486E+11
