x N
1.9218477E+0 1.2668973E+21
1.9118544E+0 1.2908064E+21
1.9021816E+0 1.3366021E+21
1.8927652E+0 1.3097747E+21
1.8825994E+0 1.3023938E+21
1.8729724E+0 1.3376567E+21
1.8632259E+0 1.3154544E+21
1.8531678E+0 1.3136265E+21
1.8432887E+0 1.3267982E+21
1.8333214E+0 1.3231216E+21
1.8232790E+0 1.2838376E+21
1.8125825E+0 1.2986399E+21
1.8026636E+0 1.3157143E+21
1.7921148E+0 1.2921949E+21
1.7817052E+0 1.3516929E+21
1.7719648E+0 1.3470670E+21
1.7613661E+0 1.2726658E+21
1.7503095E+0 1.3223404E+21
1.7404023E+0 1.3428767E+21
1.7295363E+0 1.3072362E+21
1.7189362E+0 1.3182278E+21
1.7081149E+0 1.3147511E+21
1.6973237E+0 1.3156371E+21
1.6863784E+0 1.3061731E+21
1.6752876E+0 1.3246047E+21
1.6645081E+0 1.3394740E+21
1.6535166E+0 1.3100728E+21
1.6420991E+0 1.3140630E+21
1.6310256E+0 1.3581393E+21
1.6201895E+0 1.3456932E+21
1.6087598E+0 1.3190702E+21
1.5973171E+0 1.3208441E+21
1.5857537E+0 1.3153400E+21
1.5740460E+0 1.2725759E+21
1.5615165E+0 1.1767587E+21
1.5476203E+0 1.0757429E+21
1.5323495E+0 1.0270393E+21
1.5167765E+0 9.5845931E+20
1.4989378E+0 8.5950273E+20
1.4790772E+0 7.9297584E+20
1.4575314E+0 7.6711604E+20
