x N
8.2471148E+4 4.9229883E+11
8.1871229E+4 4.9608781E+11
8.1276148E+4 4.9724562E+11
8.0670167E+4 4.9858741E+11
8.0069441E+4 4.9939932E+11
7.9456249E+4 5.0286950E+11
7.8854780E+4 5.0705085E+11
7.8242242E+4 5.0239533E+11
7.7619940E+4 5.0360294E+11
7.7000587E+4 5.1103986E+11
7.6386532E+4 5.1245920E+11
7.5760569E+4 5.0968339E+11
7.5129515E+4 5.0811933E+11
7.4489055E+4 5.0674186E+11
7.3843619E+4 5.1687396E+11
7.3217556E+4 5.1264391E+11
7.2550132E+4 5.0364315E+11
7.1889276E+4 5.1428778E+11
7.1237410E+4 5.1737414E+11
7.0572239E+4 5.1644768E+11
6.9905685E+4 5.2207204E+11
6.9242343E+4 5.1585521E+11
6.8546519E+4 5.1834454E+11
6.7876551E+4 5.2217911E+11
6.7176816E+4 5.1996291E+11
6.6487090E+4 5.3168477E+11
6.5803856E+4 5.3003123E+11
6.5095211E+4 5.3049792E+11
6.4398463E+4 5.4216907E+11
6.3705103E+4 5.4651156E+11
6.3004271E+4 5.2070277E+11
6.2224693E+4 5.3327489E+11
6.1542713E+4 5.8679596E+11
6.0880890E+4 5.9671739E+11
6.0206532E+4 6.2657530E+11
5.9594931E+4 6.6757176E+11
5.8986556E+4 7.0132910E+11
5.8422104E+4 7.5021256E+11
5.7879350E+4 7.8376532E+11
5.7352306E+4 7.8706841E+11
5.6803906E+4 7.7530668E+11
