fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 dev  
001_340 001_340.dat 340 34.1 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.546901221E-13 1.000000000E+20 1.207976895E+00 1.192749962E-14 1.286165738E-05 
001_340_SRH 001_340_srh.dat 340 34.1 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.585872657E-14 1.000000000E+20 1.346097079E+00 8.982009390E-15 3.075033561E-04 
002_340 002_340.dat 340 34.1 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.659303540E-13 1.000000000E+20 1.238877758E+00 1.589267257E-14 2.221106719E-05 
002_340_SRH 002_340_srh.dat 340 34.1 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.777185543E-14 1.000000000E+20 1.346225053E+00 1.318198851E-14 3.091129402E-04 
003_340 003_340.dat 340 34.1 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.821191756E-13 1.000000000E+20 1.264179069E+00 2.184882463E-14 3.830988930E-05 
003_340_SRH 003_340_srh.dat 340 34.1 1.000000000E+00 1.000000000E+00 0.000000000E+00 5.505168954E-14 1.000000000E+20 1.346410539E+00 1.934469699E-14 3.114669261E-04 
004_340 004_340.dat 340 34.1 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.055146309E-13 1.000000000E+20 1.290475191E+00 3.078315449E-14 6.400649968E-05 
004_340_SRH 004_340_srh.dat 340 34.1 1.000000000E+00 1.000000000E+00 0.000000000E+00 7.998243129E-14 1.000000000E+20 1.346677325E+00 2.838608521E-14 3.149035229E-04 
005_340 005_340.dat 340 34.1 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.388564203E-13 1.000000000E+20 1.306854087E+00 4.393408492E-14 9.311576743E-05 
005_340_SRH 005_340_srh.dat 340 34.1 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.156793320E-13 1.000000000E+20 1.347058005E+00 4.164827179E-14 3.199089232E-04 
006_340 006_340.dat 340 34.1 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.860940445E-13 1.000000000E+20 1.319407576E+00 6.328358809E-14 1.280403561E-04 
006_340_SRH 006_340_srh.dat 340 34.1 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.662491998E-13 1.000000000E+20 1.347594227E+00 6.109668941E-14 3.271733711E-04 
007_340 007_340.dat 340 34.1 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.520807832E-13 1.000000000E+20 1.328916915E+00 9.169927890E-14 1.676040491E-04 
007_340_SRH 007_340_srh.dat 340 34.1 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.368445699E-13 1.000000000E+20 1.348336647E+00 8.960773027E-14 3.376639116E-04 
008_340 008_340.dat 340 34.1 1.000000000E+00 1.000000000E+00 0.000000000E+00 5.425160329E-13 1.000000000E+20 1.336171231E+00 1.333803465E-13 2.108468269E-04 
008_340_SRH 008_340_srh.dat 340 34.1 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.334797229E-13 1.000000000E+20 1.349339994E+00 1.313884726E-13 3.527066815E-04 
009_340 009_340.dat 340 34.1 1.000000000E+00 1.000000000E+00 0.000000000E+00 6.634556605E-13 1.000000000E+20 1.341858785E+00 1.944717898E-13 2.576518691E-04 
009_340_SRH 009_340_srh.dat 340 34.1 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.624702323E-13 1.000000000E+20 1.350653082E+00 1.925901074E-13 3.740668315E-04 
010_340 010_340.dat 340 34.1 1.000000000E+00 1.000000000E+00 0.000000000E+00 8.204737333E-13 1.000000000E+20 1.346517924E+00 2.839652121E-13 3.091688270E-04 
010_340_SRH 010_340_srh.dat 340 34.1 1.000000000E+00 1.000000000E+00 0.000000000E+00 6.294850476E-13 1.000000000E+20 1.352301797E+00 2.822075229E-13 4.039970575E-04 
011_340 011_340.dat 340 34.1 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.017772988E-12 1.000000000E+20 1.350522274E+00 4.150244262E-13 3.678282175E-04 
011_340_SRH 011_340_srh.dat 340 34.1 1.000000000E+00 1.000000000E+00 0.000000000E+00 8.385372065E-13 1.000000000E+20 1.354269269E+00 4.134039514E-13 4.452081721E-04 
012_340 012_340.dat 340 34.1 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.257916138E-12 1.000000000E+20 1.354088722E+00 6.069416765E-13 4.369679049E-04 
012_340_SRH 012_340_srh.dat 340 34.1 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.091652329E-12 1.000000000E+20 1.356482427E+00 6.054667114E-13 5.007083951E-04 
013_340 013_340.dat 340 34.1 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.542798855E-12 1.000000000E+20 1.357369464E+00 8.881888328E-13 5.212746538E-04 
013_340_SRH 013_340_srh.dat 340 34.1 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.389910788E-12 1.000000000E+20 1.358876227E+00 8.868494236E-13 5.745524624E-04 
014_340 014_340.dat 340 34.1 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.875618958E-12 1.000000000E+20 1.360742167E+00 1.301471333E-12 6.172748915E-04 
014_340_SRH 014_340_srh.dat 340 34.1 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.735628220E-12 1.000000000E+20 1.361673684E+00 1.300230277E-12 6.624174512E-04 
015_340 015_340.dat 340 34.1 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.263784871E-12 1.000000000E+20 1.362593134E+00 1.903414915E-12 7.380185608E-04 
015_340_SRH 015_340_srh.dat 340 34.1 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.135468791E-12 1.000000000E+20 1.363182604E+00 1.902328157E-12 7.771346734E-04 
016_340 016_340.dat 340 34.1 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.719882618E-12 1.000000000E+20 1.364733565E+00 2.788502180E-12 8.810549851E-04 
016_340_SRH 016_340_srh.dat 340 34.1 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.601608855E-12 1.000000000E+20 1.365105298E+00 2.787529535E-12 9.152669860E-04 
017_340 017_340.dat 340 34.1 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.259332174E-12 1.000000000E+20 1.366733113E+00 4.089983454E-12 1.052397519E-03 
017_340_SRH 017_340_srh.dat 340 34.1 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.149402824E-12 1.000000000E+20 1.366966495E+00 4.089086191E-12 1.082691241E-03 
018_340 018_340.dat 340 34.1 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.900656396E-12 1.000000000E+20 1.368347068E+00 5.997395921E-12 1.245199732E-03 
018_340_SRH 018_340_srh.dat 340 34.1 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.797530640E-12 1.000000000E+20 1.368496888E+00 5.996577155E-12 1.272436819E-03 
019_340 019_340.dat 340 34.1 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.685962708E-12 1.000000000E+20 1.379755635E+00 8.867691134E-12 1.479772875E-03 
019_340_SRH 019_340_srh.dat 340 34.1 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.588349108E-12 1.000000000E+20 1.379859563E+00 8.866995181E-12 1.503091032E-03 
