T d154 d184 d214 d244
d 150 180 210 240
290 -1.175744000E-03 -1.361295000E-03 -1.990792000E-03 -3.003830000E-03
295 -1.339749400E-02 -1.555353800E-02 -1.799675400E-02 -2.149676900E-02
300 -4.017327800E-02 -4.610924200E-02 -5.179018000E-02 -5.800725700E-02
305 -9.240620800E-02 -1.046010090E-01 -1.153894140E-01 -1.257069020E-01
310 -1.698322970E-01 -1.669050140E-01 -1.637373860E-01 -1.604464990E-01
315 -1.475424420E-01 -1.407798560E-01 -1.341425720E-01 -1.275490430E-01
320 -9.353414400E-02 -7.938122900E-02 -6.605242700E-02 -5.378569800E-02
325 9.249681000E-03 9.766158000E-03 1.004023900E-02 1.015115100E-02
330 1.733795100E-02 1.761125500E-02 1.766039200E-02 1.755711300E-02
335 2.772932000E-02 2.778883900E-02 2.763065400E-02 2.731843800E-02
340 4.034964000E-02 4.025682100E-02 3.994042700E-02 3.945870600E-02
