N_Fe d154 d184 d214 d244
d 150 180 210 240
1.000000000E+01 1.759809000E-03 1.424975000E-03 1.193216000E-03 1.027274000E-03
1.016672606E+01 1.235500000E-03 9.959350000E-04 8.309620000E-04 7.132740000E-04
1.033324570E+01 8.594180000E-04 6.903770000E-04 5.743540000E-04 4.917630000E-04
1.049996187E+01 5.938320000E-04 4.756940000E-04 3.947590000E-04 3.371990000E-04
1.066670514E+01 4.083480000E-04 3.263090000E-04 2.701400000E-04 2.301910000E-04
1.083333839E+01 2.798170000E-04 2.230710000E-04 1.842090000E-04 1.565450000E-04
1.100000000E+01 1.912480000E-04 1.520860000E-04 1.252400000E-04 1.061110000E-04
1.116672606E+01 1.304690000E-04 1.034750000E-04 8.495200000E-05 7.174800000E-05
1.133324570E+01 8.890400000E-05 7.031800000E-05 5.756500000E-05 4.849000000E-05
1.149996187E+01 6.057700000E-05 4.781100000E-05 3.907600000E-05 3.289900000E-05
1.166670514E+01 4.135900000E-05 3.264200000E-05 2.672600000E-05 2.260000000E-05
1.183333839E+01 2.841000000E-05 2.253100000E-05 1.860500000E-05 1.593400000E-05
1.200000000E+01 1.977500000E-05 1.589900000E-05 1.337800000E-05 1.172300000E-05
1.216672606E+01 1.410500000E-05 1.163700000E-05 1.009200000E-05 9.122000000E-06
1.233324570E+01 1.045500000E-05 8.961000000E-06 8.063000000E-06 7.528000000E-06
1.249996187E+01 8.151000000E-06 7.300000000E-06 6.808000000E-06 6.530000000E-06
1.266670514E+01 -5.848000000E-06 -2.653000000E-06 -3.350000000E-07 1.460000000E-06
1.283333839E+01 -1.657000000E-06 3.220000000E-07 1.796000000E-06 3.018000000E-06
1.300000000E+01 4.069999999E-07 1.673000000E-06 2.694000000E-06 3.603000000E-06
