N_Fe N_B T d n_Fe n_Fe_SRH
1.000000E+10 1.000E+17 300 1.800E-4 1.262672080E+00 1.314320516E+00
1.468000E+10 1.000E+17 300 1.800E-4 1.270888951E+00 1.314430470E+00
2.154000E+10 1.000E+17 300 1.800E-4 1.277759678E+00 1.314590824E+00
3.162000E+10 1.000E+17 300 1.800E-4 1.283794040E+00 1.314824143E+00
4.642000E+10 1.000E+17 300 1.800E-4 1.289319356E+00 1.315162392E+00
6.813000E+10 1.000E+17 300 1.800E-4 1.294497685E+00 1.315650118E+00
1.000000E+11 1.000E+17 300 1.800E-4 1.299381881E+00 1.316347934E+00
1.468000E+11 1.000E+17 300 1.800E-4 1.303992614E+00 1.317335501E+00
2.154000E+11 1.000E+17 300 1.800E-4 1.308385518E+00 1.318712289E+00
3.162000E+11 1.000E+17 300 1.800E-4 1.312682156E+00 1.320593365E+00
4.642000E+11 1.000E+17 300 1.800E-4 1.317058383E+00 1.323097074E+00
6.813000E+11 1.000E+17 300 1.800E-4 1.321702598E+00 1.326322795E+00
1.000000E+12 1.000E+17 300 1.800E-4 1.326764119E+00 1.330322315E+00
1.468000E+12 1.000E+17 300 1.800E-4 1.332343949E+00 1.335077555E+00
2.154000E+12 1.000E+17 300 1.800E-4 1.338310112E+00 1.340503087E+00
3.162000E+12 1.000E+17 300 1.800E-4 1.344729386E+00 1.346440400E+00
4.642000E+12 1.000E+17 300 1.800E-4 1.351376470E+00 1.352711115E+00
6.813000E+12 1.000E+17 300 1.800E-4 1.358148200E+00 1.359201371E+00
1.000000E+13 1.000E+17 300 1.800E-4 1.364964298E+00 1.365794524E+00
