fname time Tem kT_1 n1 Rs ta_n Rsh n2 ta_g dev 
UDT0 8:27 298.6 38.83 1.000E+000 1.855E+000 9.980E-007 2.320E+003 3.009E+000 6.697E-009 1.133E-003 
UDT1 8:34 298.7 38.82 1.000E+000 1.662E+000 9.978E-007 2.318E+003 3.039E+000 6.460E-009 1.424E-003 
UDT2 8:37 298.7 38.82 1.000E+000 1.653E+000 1.004E-006 2.318E+003 3.038E+000 6.439E-009 1.064E-003 
UDT3 8:39 298.8 38.8 1.000E+000 1.667E+000 9.791E-007 2.315E+003 3.031E+000 6.500E-009 1.001E-003 
UDT4 8:42 298.9 38.79 1.000E+000 1.700E+000 9.316E-007 2.313E+003 3.041E+000 6.429E-009 1.364E-003 
UDT5 8:44 298.8 38.8 1.000E+000 1.636E+000 1.006E-006 2.315E+003 3.036E+000 6.426E-009 1.117E-003 
UDT6 8:47 298.8 38.8 1.000E+000 1.747E+000 8.669E-007 2.315E+003 3.047E+000 6.346E-009 1.451E-003 
UDT7 8:50 298.8 38.8 1.000E+000 1.716E+000 9.314E-007 2.315E+003 3.040E+000 6.366E-009 1.329E-003 
UDT8 8:53 298.5 38.84 1.000E+000 1.720E+000 9.089E-007 2.323E+003 3.061E+000 6.165E-009 1.430E-003 
UDT9 8:56 298.6 38.83 1.000E+000 1.649E+000 9.953E-007 2.320E+003 3.047E+000 6.283E-009 1.282E-003 
