fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 dev  
001_305 001_305.dat 305 38.01 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.688342488E-15 1.000000000E+20 1.256368819E+00 5.303364980E-16 4.556532245E-04 
001_305_SRH 001_305_srh.dat 305 38.01 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.629166536E-16 1.000000000E+20 1.277968097E+00 5.165074114E-16 1.499306869E-03 
002_305 002_305.dat 305 38.01 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.897787799E-15 1.000000000E+20 1.261125890E+00 7.706790881E-16 5.931283401E-04 
002_305_SRH 002_305_srh.dat 305 38.01 1.000000000E+00 1.000000000E+00 0.000000000E+00 6.764402156E-16 1.000000000E+20 1.278357487E+00 7.582841911E-16 1.505614294E-03 
003_305 003_305.dat 305 38.01 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.201660109E-15 1.000000000E+20 1.264496157E+00 1.123532468E-15 7.422731388E-04 
003_305_SRH 003_305_srh.dat 305 38.01 1.000000000E+00 1.000000000E+00 0.000000000E+00 9.864405178E-16 1.000000000E+20 1.278927036E+00 1.113344245E-15 1.514945185E-03 
004_305 004_305.dat 305 38.01 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.640300334E-15 1.000000000E+20 1.266875487E+00 1.641443341E-15 8.946930728E-04 
004_305_SRH 004_305_srh.dat 305 38.01 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.434294158E-15 1.000000000E+20 1.279758717E+00 1.634892456E-15 1.528797579E-03 
005_305 005_305.dat 305 38.01 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.268839822E-15 1.000000000E+20 1.268565437E+00 2.401498825E-15 1.042755784E-03 
005_305_SRH 005_305_srh.dat 305 38.01 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.076766184E-15 1.000000000E+20 1.280970321E+00 2.401272331E-15 1.549466799E-03 
006_305 006_305.dat 305 38.01 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.160139005E-15 1.000000000E+20 1.269790120E+00 3.516753060E-15 1.182108863E-03 
006_305_SRH 006_305_srh.dat 305 38.01 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.989344780E-15 1.000000000E+20 1.282729357E+00 3.528024487E-15 1.580524933E-03 
007_305 007_305.dat 305 38.01 1.000000000E+00 1.000000000E+00 0.000000000E+00 5.405814599E-15 1.000000000E+20 1.270714181E+00 5.152957189E-15 1.313058709E-03 
007_305_SRH 007_305_srh.dat 305 38.01 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.263550963E-15 1.000000000E+20 1.283370433E+00 5.178674758E-15 1.619109993E-03 
008_305 008_305.dat 305 38.01 1.000000000E+00 1.000000000E+00 0.000000000E+00 7.122241767E-15 1.000000000E+20 1.273944668E+00 7.565888657E-15 1.438093947E-03 
008_305_SRH 008_305_srh.dat 305 38.01 1.000000000E+00 1.000000000E+00 0.000000000E+00 6.009080786E-15 1.000000000E+20 1.283618779E+00 7.598278335E-15 1.671777462E-03 
009_305 009_305.dat 305 38.01 1.000000000E+00 1.000000000E+00 0.000000000E+00 9.449078169E-15 1.000000000E+20 1.282765486E+00 1.115670687E-14 1.581584092E-03 
009_305_SRH 009_305_srh.dat 305 38.01 1.000000000E+00 1.000000000E+00 0.000000000E+00 8.340913941E-15 1.000000000E+20 1.283946111E+00 1.114700717E-14 1.746385087E-03 
010_305 010_305.dat 305 38.01 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.242563728E-14 1.000000000E+20 1.283864445E+00 1.636357927E-14 1.726601163E-03 
010_305_SRH 010_305_srh.dat 305 38.01 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.135762753E-14 1.000000000E+20 1.284360785E+00 1.635094271E-14 1.850579292E-03 
011_305 011_305.dat 305 38.01 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.613482513E-14 1.000000000E+20 1.284537253E+00 2.399319579E-14 1.897566514E-03 
011_305_SRH 011_305_srh.dat 305 38.01 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.511715052E-14 1.000000000E+20 1.284860601E+00 2.398120359E-14 1.993401555E-03 
012_305 012_305.dat 305 38.01 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.063065649E-14 1.000000000E+20 1.289750554E+00 3.561965576E-14 2.111680577E-03 
012_305_SRH 012_305_srh.dat 305 38.01 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.969210165E-14 1.000000000E+20 1.292157927E+00 3.582427116E-14 2.206138825E-03 
013_305 013_305.dat 305 38.01 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.582844108E-14 1.000000000E+20 1.292649869E+00 5.254787602E-14 2.387543370E-03 
013_305_SRH 013_305_srh.dat 305 38.01 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.492551536E-14 1.000000000E+20 1.292789616E+00 5.253809648E-14 2.447022064E-03 
014_305 014_305.dat 305 38.01 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.165391052E-14 1.000000000E+20 1.293376891E+00 7.707771469E-14 2.702394128E-03 
014_305_SRH 014_305_srh.dat 305 38.01 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.080780422E-14 1.000000000E+20 1.293464937E+00 7.706839796E-14 2.751911152E-03 
015_305 015_305.dat 305 38.01 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.825774369E-14 1.000000000E+20 1.297103732E+00 1.133838440E-13 3.078728532E-03 
015_305_SRH 015_305_srh.dat 305 38.01 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.757565337E-14 1.000000000E+20 1.299748432E+00 1.136490856E-13 3.124166462E-03 
016_305 016_305.dat 305 38.01 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.602487483E-14 1.000000000E+20 1.306685151E+00 1.677460886E-13 3.530254969E-03 
016_305_SRH 016_305_srh.dat 305 38.01 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.527375600E-14 1.000000000E+20 1.306724650E+00 1.677387598E-13 3.564045760E-03 
017_305 017_305.dat 305 38.01 1.000000000E+00 1.000000000E+00 0.000000000E+00 5.518593231E-14 1.000000000E+20 1.312523883E+00 2.464749877E-13 3.953656699E-03 
017_305_SRH 017_305_srh.dat 305 38.01 1.000000000E+00 1.000000000E+00 0.000000000E+00 5.447030400E-14 1.000000000E+20 1.312550739E+00 2.464682598E-13 3.981435427E-03 
018_305 018_305.dat 305 38.01 1.000000000E+00 1.000000000E+00 0.000000000E+00 6.473238444E-14 1.000000000E+20 1.312950467E+00 3.616240790E-13 4.449982728E-03 
018_305_SRH 018_305_srh.dat 305 38.01 1.000000000E+00 1.000000000E+00 0.000000000E+00 6.404473051E-14 1.000000000E+20 1.312968704E+00 3.616177883E-13 4.474506801E-03 
019_305 019_305.dat 305 38.01 1.000000000E+00 1.000000000E+00 0.000000000E+00 7.723845351E-14 1.000000000E+20 1.325690651E+00 5.374332207E-13 5.042731452E-03 
019_305_SRH 019_305_srh.dat 305 38.01 1.000000000E+00 1.000000000E+00 0.000000000E+00 7.657188778E-14 1.000000000E+20 1.325703200E+00 5.374274727E-13 5.062443765E-03 
